X,Y,Z,t
-0.113,0.033,0.356,20
-0.137,-0.038,0.251,11
-0.123,-0.034,0.295,21
-0.042,-0.031,0.265,18
0.065,-0.062,0.273,11
0.162,-0.021,0.211,21
0.18,0.083,0.225,7
0.231,0.075,0.237,22
0.277,-0.001,0.075,8
0.284,0.0,0.102,22
0.186,0.033,0.299,10
0.064,0.064,0.338,19
0.058,-0.01,0.2,21
0.19,-0.044,0.111,10
0.205,0.029,0.169,20
0.185,-0.008,0.187,11
0.235,-0.007,0.202,19
0.315,-0.006,0.182,19
0.283,-0.005,0.198,12
0.255,-0.005,0.109,19
0.195,0.029,0.098,8
0.141,0.061,0.192,23
0.127,0.02,0.207,19
0.183,-0.015,0.118,8
0.199,-0.048,0.175,23
0.214,-0.009,0.261,7
0.192,-0.008,0.269,22
0.173,0.026,0.104,8
0.087,-0.01,0.059,22
0.043,-0.009,0.122,10
0.005,-0.008,0.11,20
0.039,-0.007,0.099,20
0.069,-0.006,0.158,10
0.062,-0.006,0.177,20
0.056,0.028,0.159,9
0.016,-0.008,0.074,21
-0.019,-0.007,0.101,20
-0.052,-0.006,0.16,9
-0.116,-0.006,0.109,21
-0.138,-0.039,0.064,8
-0.159,-0.035,0.057,23
-0.143,0.002,0.121,19
-0.129,0.036,0.143,8
-0.081,-0.001,0.06,23
-0.108,-0.001,0.088,7
-0.131,0.033,0.114,22
-0.049,-0.004,0.033,8
-0.01,-0.038,-0.004,22
0.025,-0.034,-0.003,10
0.091,0.003,-0.003,20
0.117,0.002,-0.002,20
0.105,0.002,0.031,12
0.06,-0.032,-0.005,11
0.054,-0.028,-0.039,16
0.048,0.008,-0.001,21
0.043,-0.026,-0.001,10
0.005,0.01,-0.001,21
0.004,0.009,-0.069,19
0.004,-0.026,-0.028,8
0.003,-0.023,0.008,23
-0.031,-0.021,0.042,7
-0.028,-0.019,0.003,22
-0.025,0.017,0.037,30
0.011,0.015,0.0,20
0.045,-0.02,0.0,10
0.075,0.016,0.034,20
0.102,0.014,-0.003,10
0.16,0.013,-0.037,18
0.11,0.011,0.0,14
0.03,0.01,0.034,19
0.027,0.009,-0.003,19
0.024,-0.025,-0.002,30
0.022,0.011,0.031,19
0.019,-0.024,0.063,12
0.052,-0.022,0.056,19
0.047,0.014,0.016,10
0.007,0.047,0.049,19
0.041,0.042,0.044,11
0.002,0.004,-0.028,20
0.002,-0.03,-0.025,19
0.002,-0.027,0.045,11
0.071,0.009,0.041,20
0.132,0.008,0.036,10
0.119,0.007,-0.104,20
0.142,-0.027,-0.059,10
0.093,-0.024,0.049,20
0.049,-0.022,0.044,20
0.01,-0.02,0.005,10
-0.059,-0.018,0.005,20
-0.019,0.018,0.004,11
0.017,-0.018,0.004,19
0.049,-0.016,0.003,10
0.044,0.019,-0.031,19
0.04,0.017,0.04,21
0.001,0.016,0.036,10
0.001,-0.02,0.033,21
-0.032,0.016,0.029,10
0.004,0.014,-0.007,20
0.004,-0.021,0.027,20
-0.03,0.015,-0.009,7
0.006,0.013,-0.077,22
0.04,0.012,-0.069,8
0.036,-0.023,-0.028,33
-0.001,-0.02,-0.025,20
-0.001,-0.018,-0.091,19
-0.001,0.017,-0.082,8
-0.001,0.015,-0.005,22
0.033,-0.02,-0.073,9
0.064,-0.018,-0.066,20
0.058,0.018,-0.059,11
0.017,0.05,-0.019,19
-0.018,0.011,-0.017,20
-0.051,-0.024,-0.05,11
-0.011,0.012,-0.045,30
0.024,0.011,-0.006,20
0.021,-0.024,-0.04,21
0.019,-0.021,-0.07,7
0.017,0.014,-0.028,22
-0.018,0.013,-0.026,30
-0.016,-0.022,0.01,8
-0.049,0.014,-0.024,23
-0.01,0.012,-0.056,19
-0.009,0.011,0.018,10
-0.008,0.044,-0.052,20
0.027,0.005,-0.185,9
0.127,-0.029,-0.132,23
0.218,0.008,0.053,6
0.127,0.076,0.151,23
-0.057,0.103,-0.001,19
-0.258,0.058,-0.208,8
-0.336,-0.016,-0.049,23
-0.233,-0.152,0.196,7
-0.003,-0.137,0.142,22
0.272,-0.054,-0.009,21
0.383,0.123,-0.181,7
0.345,0.179,-0.231,23
0.172,0.058,-0.208,7
-0.051,-0.085,-0.084,22
-0.184,-0.111,-0.075,10
-0.269,0.003,-0.102,22
-0.242,0.002,-0.127,18
-0.183,0.002,-0.183,10
-0.13,0.002,-0.096,20
-0.083,0.002,-0.017,10
0.028,0.001,-0.05,20
0.06,0.001,-0.045,10
0.123,0.001,-0.04,30
0.145,0.035,0.066,20
0.13,0.066,0.163,21
0.083,0.06,0.147,7
0.074,0.054,0.029,22
0.067,0.048,-0.008,8
0.026,0.009,-0.007,24
-0.01,-0.026,-0.006,18
0.024,-0.023,0.028,8
0.022,-0.021,0.06,22
0.019,0.049,0.123,10
-0.05,0.079,0.145,20
-0.218,0.037,0.096,20
-0.472,0.033,0.052,10
-0.597,0.029,-0.056,20
-0.503,-0.041,-0.154,11
-0.28,-0.106,-0.173,19
-0.011,-0.027,-0.156,8
0.265,0.079,-0.105,23
0.411,0.071,-0.06,19
0.439,0.029,-0.054,8
0.326,-0.007,-0.014,23
0.087,-0.076,-0.082,7
-0.231,-0.137,-0.177,22
-0.45,-0.123,-0.263,8
-0.508,-0.076,-0.305,22
-0.457,-0.034,-0.275,20
-0.446,-0.031,-0.282,8
-0.367,-0.028,-0.288,22
-0.296,0.043,-0.225,10
-0.094,0.039,-0.168,20
0.053,0.035,-0.254,9
0.047,-0.002,-0.229,21
-0.094,-0.036,-0.309,20
-0.257,-0.067,-0.382,9
-0.438,-0.129,-0.412,21
-0.532,-0.116,-0.44,8
-0.514,-0.105,-0.499,23
-0.428,-0.06,-0.449,19
-0.316,0.014,-0.508,10
-0.215,0.082,-0.526,19
-0.125,0.074,-0.267,9
-0.043,-0.071,-0.205,20
-0.004,-0.133,-0.357,11
-0.004,-0.188,-0.425,19
-0.107,-0.066,-0.451,22
-0.2,-0.025,-0.475,8
-0.249,0.011,-0.393,20
-0.258,0.01,-0.354,14
-0.267,-0.024,-0.491,18
-0.24,-0.125,-0.545,10
-0.285,-0.078,-0.594,20
-0.256,-0.07,-0.603,22
-0.162,-0.063,-0.612,7
-0.042,-0.057,-0.482,21
-0.072,-0.017,-0.502,8
-0.134,0.018,-0.487,23
-0.258,0.017,-0.403,19
-0.267,0.084,-0.466,10
-0.171,0.179,-0.454,22
-0.085,0.195,-0.478,6
-0.042,0.314,-0.602,21
-0.141,0.317,-0.749,11
-0.162,0.216,-0.812,20
-0.214,0.125,-0.593,10
-0.262,0.044,-0.464,20
-0.236,0.005,-0.349,20
-0.212,-0.098,-0.314,10
-0.191,-0.123,-0.386,22
-0.137,-0.145,-0.416,7
-0.054,-0.13,-0.444,21
-0.049,-0.221,-0.399,10
0.024,-0.302,-0.325,21
0.09,-0.341,-0.327,19
0.15,-0.272,-0.363,10
0.17,-0.176,-0.464,21
0.153,0.048,-0.452,7
0.172,0.077,-0.407,22
0.396,0.07,-0.401,19
0.322,0.028,-0.361,11
0.255,-0.008,-0.29,20
0.195,-0.076,-0.261,10
0.107,-0.034,-0.373,20
0.027,0.037,-0.508,10
0.024,0.0,-0.457,20
0.091,-0.034,-0.377,20
0.219,-0.031,-0.408,10
0.335,-0.062,-0.229,20
0.405,-0.125,-0.068,11
0.33,-0.147,0.075,19
0.125,-0.098,0.102,10
-0.059,-0.122,0.058,21
-0.122,-0.179,0.017,19
-0.179,-0.092,0.05,10
-0.368,0.157,-0.161,21
-0.365,0.349,-0.455,7
-0.26,0.314,-0.582,22
-0.027,0.11,-0.489,21
0.113,-0.142,-0.233,7
0.136,-0.3,0.03,22
0.122,-0.27,0.2,10
0.075,-0.243,0.214,20
0.068,-0.149,0.158,10
0.13,-0.031,0.004,22
0.151,0.006,-0.03,18
0.205,-0.028,-0.027,10
0.254,-0.026,-0.058,18
0.228,0.045,-0.087,11
0.171,0.109,-0.078,21
0.085,0.064,-0.07,20
0.076,0.023,0.039,11
0.069,-0.047,0.035,19
0.027,-0.077,-0.002,10
-0.009,-0.035,-0.036,21
-0.043,0.037,-0.067,7
-0.038,0.067,-0.095,24
0.034,0.061,-0.016,18
-0.003,-0.013,-0.014,8
-0.037,-0.012,-0.047,22
-0.034,-0.011,-0.077,8
0.003,-0.01,-0.035,20
-0.031,-0.043,0.037,12
-0.062,-0.004,0.067,20
-0.09,0.03,0.095,20
-0.047,0.027,0.051,10
-0.042,0.024,0.011,20
-0.003,0.022,0.01,9
-0.037,0.019,0.009,21
-0.034,-0.016,-0.025,20
-0.065,-0.014,-0.057,9
-0.024,0.02,-0.051,21
0.047,0.018,-0.046,8
0.042,-0.017,-0.007,23
0.038,-0.015,0.062,7
0.034,-0.048,0.021,22
-0.003,-0.009,-0.049,21
-0.003,0.026,-0.044,7
-0.037,0.057,-0.005,22
-0.033,0.017,-0.005,8
-0.03,-0.018,-0.004,32
0.007,-0.016,-0.038,22
0.006,-0.015,-0.069,18
0.005,0.055,-0.062,10
0.005,0.049,-0.021,22
0.004,0.01,-0.019,7
-0.064,-0.025,0.016,21
-0.092,0.011,0.015,8
-0.083,-0.023,0.013,23
-0.006,-0.055,-0.022,19
0.063,-0.05,0.014,8
0.022,-0.045,0.047,23
-0.083,0.028,0.042,9
-0.143,0.059,0.038,20
-0.129,0.019,0.034,10
-0.081,0.017,-0.003,20
-0.039,-0.018,-0.002,21
0.0,-0.016,-0.002,7
0.0,-0.015,0.032,22
-0.035,0.02,-0.005,10
0.002,-0.05,-0.005,20
0.071,-0.079,-0.004,11
0.098,-0.037,-0.038,19
0.123,-0.067,0.0,20
0.145,0.007,0.068,11
0.062,0.041,0.027,19
0.055,-0.031,0.024,10
0.084,-0.028,0.022,21
0.076,0.008,0.054,19
0.034,0.007,0.049,10
-0.003,0.041,0.044,19
-0.037,0.071,0.005,11
-0.068,0.099,0.004,21
-0.096,0.089,-0.03,7
-0.052,0.045,-0.027,54
-0.081,0.041,0.044,18
-0.073,0.037,0.074,10
0.003,-0.001,0.067,20
0.002,-0.035,0.025,11
0.036,-0.031,0.023,18
0.033,-0.028,-0.013,21
0.064,-0.025,-0.046,9
0.092,-0.057,-0.076,20
0.117,-0.051,-0.068,11
0.105,-0.046,0.007,21
0.026,-0.007,0.04,19
-0.01,0.027,0.071,8
-0.044,0.059,0.064,23
-0.039,0.087,0.023,7
-0.07,0.079,-0.048,22
-0.063,0.036,-0.077,8
-0.022,-0.001,-0.069,22
-0.02,-0.001,-0.028,10
0.016,-0.001,0.008,20
0.049,-0.001,0.042,19
0.078,0.0,0.038,11
0.105,-0.035,0.0,20
0.129,-0.1,0.0,20
0.116,-0.09,-0.069,10
0.139,-0.047,-0.096,20
0.159,-0.007,-0.086,11
0.143,-0.007,-0.009,21
0.129,-0.006,-0.042,6
0.047,0.028,-0.141,22
0.008,0.025,-0.093,30
-0.027,0.057,-0.049,20
-0.093,0.051,-0.01,10
-0.152,0.081,-0.043,20
-0.172,0.004,0.029,8
-0.189,0.003,0.061,22
-0.135,-0.031,0.02,10
-0.087,-0.027,-0.015,20
0.024,-0.059,-0.048,20
0.056,-0.053,-0.009,10
0.085,-0.048,-0.008,20
0.076,-0.009,-0.042,9
0.103,0.026,-0.037,21
0.058,0.058,-0.068,20
0.052,0.017,-0.061,30
0.013,-0.018,-0.021,8
-0.057,0.017,-0.018,23
-0.12,0.016,0.017,19
-0.142,0.014,0.015,8
-0.128,-0.021,0.048,23
-0.081,0.015,0.043,7
-0.107,0.013,0.073,32
-0.096,0.012,0.1,20
-0.052,0.011,0.125,10
-0.012,0.009,0.078,20
0.022,0.008,0.035,20
0.055,-0.026,-0.002,30
0.084,0.01,-0.001,9
0.11,0.009,-0.036,21
0.099,0.008,0.001,20
0.054,0.007,0.001,9
0.014,0.041,0.001,20
0.013,0.002,0.001,11
0.046,-0.031,-0.033,19
0.076,-0.063,0.004,11
0.103,-0.056,-0.03,20
0.058,-0.051,-0.027,21
0.018,-0.011,-0.024,7
0.016,0.024,-0.091,21
0.049,0.021,-0.047,31
0.044,-0.014,-0.042,10
0.039,-0.013,-0.072,20
0.001,-0.012,-0.1,20
0.001,-0.01,-0.124,10
0.035,-0.009,-0.112,20
0.066,0.025,-0.1,9
0.059,0.057,-0.09,21
0.088,-0.017,-0.047,20
0.113,-0.049,-0.042,9
0.068,-0.01,-0.038,52
0.061,-0.043,0.0,7
0.089,-0.005,0.0,20
0.115,-0.004,-0.034,23
0.103,-0.038,-0.031,7
0.058,0.0,-0.027,22
0.087,0.0,-0.025,10
0.078,-0.034,-0.057,18
0.105,-0.065,-0.016,12
0.129,-0.024,-0.049,20
0.15,-0.022,-0.079,20
0.17,-0.019,-0.105,8
0.153,0.016,-0.095,22
0.137,-0.019,-0.051,10
0.089,-0.017,-0.046,18
0.046,-0.015,-0.041,12
0.041,-0.014,-0.106,20
0.037,-0.012,-0.061,20
0.033,-0.046,-0.089,8
0.03,-0.041,-0.046,21
0.027,-0.002,-0.041,31
0.058,-0.002,-0.037,10
0.018,0.032,-0.033,20
-0.052,0.028,-0.03,20
-0.046,0.026,-0.061,10
-0.007,-0.011,-0.021,21
0.027,-0.044,-0.018,7
-0.009,-0.005,0.017,22
-0.043,-0.004,0.015,20
-0.073,0.03,-0.02,10
-0.066,0.027,-0.052,31
-0.024,-0.01,-0.013,18
-0.056,-0.009,-0.011,11
-0.085,0.026,0.023,21
-0.077,-0.01,0.021,20
-0.069,-0.009,0.053,30
-0.096,-0.008,-0.02,7
-0.018,-0.007,-0.018,22
-0.016,0.027,0.017,10
-0.014,-0.009,-0.018,18
-0.047,-0.008,0.017,52
-0.043,0.026,-0.018,10
-0.004,0.023,-0.016,20
-0.038,0.021,-0.014,20
-0.068,-0.015,-0.013,10
-0.027,0.02,-0.046,20
0.009,0.018,-0.041,9
0.043,0.016,-0.003,31
0.004,-0.019,-0.002,19
0.003,-0.051,-0.002,21
0.003,-0.012,-0.002,8
0.037,0.023,-0.036,23
0.068,-0.013,-0.032,29
0.061,-0.011,0.004,21
0.055,-0.045,0.004,7
0.084,-0.006,0.003,22
0.041,-0.005,0.038,8
0.002,-0.005,0.0,22
0.002,-0.004,0.034,10
0.036,-0.038,0.03,20
0.033,0.0,-0.006,20
0.064,0.0,-0.006,70
0.057,0.0,0.029,19
0.017,0.0,0.026,21
-0.018,0.0,0.023,10
-0.016,0.034,0.021,60
-0.049,0.03,0.053,18
-0.079,0.027,0.048,32
-0.036,0.025,0.043,20
-0.067,0.022,0.039,30
-0.026,0.02,0.035,11
-0.058,0.018,0.031,19
-0.017,0.016,0.028,60
-0.016,0.014,0.06,21
-0.048,-0.021,0.054,19
-0.044,0.015,0.014,8
-0.005,0.013,0.012,32
0.029,0.012,-0.022,20
0.061,0.011,-0.02,8
0.02,0.01,0.015,22
-0.05,0.009,0.014,20
-0.01,0.008,0.012,30
-0.009,-0.027,0.011,10
-0.077,0.01,0.01,20
-0.069,0.009,0.043,50
-0.062,0.008,0.004,38
-0.022,0.007,0.038,23
0.014,-0.027,0.035,29
-0.021,0.009,-0.002,21
-0.019,0.042,-0.002,29
0.017,0.004,0.032,8
0.015,-0.03,-0.005,32
0.013,0.006,0.029,20
0.012,0.006,-0.007,20
0.011,-0.028,0.027,10
0.044,-0.026,-0.009,20
0.005,0.011,-0.008,9
-0.029,-0.024,0.026,52
-0.026,-0.022,-0.01,19
0.01,-0.019,-0.009,8
0.044,-0.017,-0.008,23
0.039,0.018,-0.042,19
0.035,-0.017,-0.072,8
0.066,-0.016,-0.065,62
0.025,-0.014,-0.058,19
-0.011,0.021,-0.052,11
-0.01,0.019,-0.082,40
0.025,0.017,-0.039,8
0.022,-0.018,0.0,22
0.02,-0.016,-0.035,9
-0.016,-0.015,-0.031,23
-0.014,-0.048,0.005,17
-0.013,-0.043,-0.029,12
0.022,-0.039,-0.026,19
0.054,0.0,-0.023,8
0.118,0.0,-0.055,23
0.072,0.033,-0.015,19
0.03,-0.003,-0.014,31
0.027,-0.003,0.056,7
-0.009,-0.037,0.05,22
-0.043,-0.033,0.08,8
-0.142,0.003,0.072,22
-0.162,0.072,0.099,10
-0.18,0.099,0.089,20
-0.197,0.055,0.08,20
-0.177,0.049,0.106,10
-0.125,0.01,0.096,22
-0.112,0.043,0.052,8
-0.067,0.039,0.046,18
0.008,0.035,0.007,23
0.042,0.066,0.041,8
0.072,0.025,0.037,21
0.099,0.022,0.0,8
0.158,-0.048,0.0,23
0.108,-0.043,0.0,39
0.097,-0.004,0.033,20
0.053,0.03,0.03,20
-0.02,0.027,0.061,10
-0.018,0.024,-0.013,20
-0.051,-0.012,-0.011,10
-0.046,-0.011,0.023,19
-0.041,0.024,0.021,21
-0.072,0.021,0.053,10
-0.064,-0.014,0.048,31
0.01,-0.047,0.043,19
0.044,-0.042,0.004,20
0.039,-0.004,0.004,9
0.07,0.03,0.003,21
0.063,0.027,-0.031,8
0.056,-0.009,-0.027,23
0.051,-0.043,-0.025,29
0.046,-0.004,-0.022,21
0.006,0.03,-0.02,11
-0.028,0.027,-0.018,18
-0.059,0.024,-0.016,8
-0.122,0.022,0.019,22
-0.145,-0.014,0.017,10
-0.13,-0.047,-0.018,22
-0.117,-0.008,-0.016,16
-0.071,-0.007,-0.015,12
-0.029,-0.041,-0.013,20
0.042,-0.037,-0.046,9
0.106,-0.033,-0.11,21
0.165,-0.064,-0.134,20
0.217,0.01,-0.155,9
0.23,0.044,-0.105,21
0.207,0.039,-0.06,8
0.083,0.035,-0.019,23
-0.028,-0.002,0.051,7
-0.129,-0.036,0.011,21
-0.185,0.001,-0.058,11
-0.132,0.001,0.016,20
-0.084,-0.033,0.049,20
-0.11,-0.029,0.044,8
-0.133,0.007,0.039,22
-0.12,0.075,0.035,10
-0.074,0.068,0.066,20
-0.032,0.026,0.06,20
-0.028,-0.044,0.054,10
0.008,-0.005,0.083,20
0.042,-0.039,0.04,9
0.037,-0.035,0.001,21
0.068,-0.032,0.036,10
0.096,-0.028,0.066,21
0.052,-0.026,0.025,19
0.081,-0.023,-0.011,10
0.107,-0.021,-0.044,30
0.131,0.015,-0.074,20
0.083,0.048,-0.101,30
0.109,0.043,-0.091,22
0.098,0.004,-0.116,6
0.089,0.038,-0.07,22
0.045,0.0,-0.063,10
0.006,0.0,-0.022,19
0.005,-0.034,-0.02,12
-0.063,-0.065,0.05,19
-0.091,-0.058,0.01,18
-0.082,-0.052,0.044,13
-0.108,-0.047,-0.029,19
-0.063,-0.008,-0.026,10
-0.057,-0.007,-0.057,21
-0.016,0.027,-0.052,20
0.053,0.024,-0.081,7
0.151,0.022,-0.038,23
0.171,0.02,-0.034,7
0.119,0.018,0.003,22
0.107,0.016,-0.031,21
0.096,0.049,-0.028,7
0.087,0.044,-0.06,22
0.043,0.039,0.014,8
0.039,-0.033,0.013,22
0.001,-0.098,0.011,9
-0.033,-0.088,0.045,21
-0.099,-0.045,0.04,20
-0.123,-0.006,0.036,30
-0.111,-0.005,-0.035,9
-0.065,0.029,-0.032,21
-0.059,0.06,-0.029,8
-0.053,0.054,0.008,23
-0.013,0.014,0.007,19
0.022,0.013,0.006,31
0.054,0.011,0.006,29
0.014,0.01,0.005,8
0.013,-0.024,0.004,22
0.011,0.012,0.004,30
-0.023,0.045,0.003,20
-0.055,0.075,0.003,10
-0.015,0.033,0.003,22
-0.014,-0.004,0.037,18
-0.081,-0.004,0.102,10
-0.073,-0.038,0.092,20
-0.031,-0.034,0.048,9
0.005,-0.03,0.009,21
0.108,-0.027,0.008,8
0.132,-0.024,0.007,23
0.084,-0.056,0.041,19
0.041,-0.051,0.037,8
0.003,-0.046,-0.001,23
0.002,0.027,-0.069,7
0.002,0.059,-0.062,22
0.036,0.053,-0.091,8
0.033,0.082,-0.116,22
0.064,0.039,-0.104,10
0.057,-0.033,-0.059,19
0.017,-0.064,0.015,21
-0.053,-0.057,0.013,8
-0.047,-0.017,0.012,22
0.025,-0.05,-0.023,9
0.092,0.023,-0.021,21
0.117,0.021,-0.087,20
0.105,-0.015,-0.044,29
0.06,-0.082,0.028,11
0.054,-0.04,0.025,21
0.049,-0.001,0.023,21
0.078,0.033,-0.013,6
0.036,-0.004,-0.012,23
0.032,-0.038,-0.01,31
0.029,0.0,-0.009,6
0.026,0.0,0.025,22
0.023,0.0,0.057,10
-0.012,-0.034,0.12,20
-0.046,-0.031,0.074,20
-0.041,0.006,0.032,10
-0.002,0.04,-0.005,20
-0.002,0.07,-0.039,9
-0.002,0.063,0.0,33
-0.036,0.057,0.0,19
-0.067,0.017,0.033,19
-0.095,0.015,0.064,8
-0.12,0.013,0.058,23
-0.039,-0.022,0.018,19
0.033,0.014,-0.018,8
0.03,0.047,-0.016,23
-0.007,0.042,-0.014,7
-0.04,0.004,0.055,22
-0.071,-0.065,0.084,10
-0.133,-0.058,0.11,19
-0.119,0.016,0.03,20
-0.107,0.048,-0.006,11
-0.131,0.044,0.028,20
-0.118,0.039,0.059,8
-0.141,0.035,0.053,22
-0.161,0.066,0.048,11
-0.179,0.059,0.043,19
-0.127,0.019,0.073,11
-0.114,-0.016,0.066,20
-0.068,0.019,0.059,19
-0.027,0.051,0.019,30
0.009,0.012,-0.017,28
0.043,-0.023,-0.015,13
0.073,-0.021,-0.013,17
0.066,0.015,-0.012,20
0.094,0.013,-0.011,10
0.119,-0.022,-0.044,20
0.141,-0.054,-0.005,20
0.161,-0.048,-0.005,10
0.145,-0.009,-0.039,20
0.131,-0.043,-0.035,10
0.152,-0.038,-0.031,20
0.171,-0.034,-0.028,30
0.154,-0.031,-0.06,20
0.139,-0.028,-0.088,30
0.125,0.009,-0.045,10
0.078,0.008,-0.075,22
0.07,0.007,-0.033,8
0.063,-0.027,-0.064,20
0.057,0.009,-0.057,22
-0.017,0.008,-0.017,62
-0.05,-0.026,-0.015,10
-0.01,-0.058,0.02,22
-0.044,-0.052,0.018,16
-0.074,0.021,0.016,10
-0.101,0.053,-0.019,20
-0.056,0.013,-0.017,9
-0.016,0.012,-0.016,21
-0.014,-0.023,-0.014,10
-0.047,0.013,-0.012,21
-0.008,0.012,-0.011,20
-0.042,0.045,0.023,7
-0.072,0.04,-0.012,23
-0.065,0.036,0.022,7
-0.058,-0.001,0.02,22
-0.052,-0.001,0.052,21
-0.116,-0.001,0.047,7
-0.104,0.0,0.077,21
-0.025,-0.035,0.035,11
0.011,0.002,0.066,20
0.01,-0.032,0.025,29
-0.025,-0.063,0.022,19
-0.022,-0.022,0.02,10
-0.02,0.048,-0.05,23
-0.018,0.078,-0.045,8
0.018,0.035,-0.041,19
0.016,0.032,-0.002,31
0.014,-0.005,0.032,20
0.013,-0.039,0.029,13
0.011,-0.035,-0.008,18
0.01,-0.031,-0.041,40
0.044,0.005,-0.003,40
0.039,0.005,-0.037,12
0.07,0.004,0.0,16
0.028,0.004,0.0,12
-0.008,0.003,0.035,50
-0.007,0.037,-0.002,20
0.027,0.034,-0.037,9
0.024,-0.003,0.001,21
0.022,-0.003,0.035,31
0.02,-0.037,0.031,29
-0.016,-0.033,0.028,21
-0.014,0.004,0.025,7
-0.013,0.003,-0.011,22
0.022,0.037,-0.044,19
0.089,-0.034,-0.04,11
0.08,0.003,-0.001,20
0.037,-0.031,-0.001,8
0.0,-0.028,-0.001,22
0.0,0.008,-0.001,10
0.034,0.007,-0.001,20
-0.003,0.007,0.0,30
-0.003,-0.028,0.0,20
-0.003,-0.025,0.033,9
-0.002,0.011,0.03,23
-0.036,0.01,-0.007,29
0.001,0.009,0.028,19
-0.033,0.043,0.025,40
-0.03,-0.03,0.022,30
-0.027,-0.027,0.054,18
-0.058,0.009,0.014,12
-0.052,0.043,0.013,20
-0.047,0.039,0.046,30
-0.042,0.035,0.007,20
-0.004,0.031,0.006,20
-0.003,-0.005,0.006,10
0.031,-0.005,0.005,50
0.028,-0.004,-0.029,31
0.059,-0.004,-0.026,19
0.019,0.03,-0.023,8
0.051,0.027,0.012,23
0.012,0.024,0.011,7
0.01,0.022,0.044,22
0.009,-0.014,0.074,8
0.008,-0.047,0.032,22
0.007,-0.042,0.064,10
-0.027,-0.003,0.057,20
0.009,-0.003,0.051,20
0.008,0.031,0.046,10
0.042,-0.006,0.007,20
0.003,0.028,0.006,9
-0.031,0.025,0.006,21
-0.027,0.057,0.005,22
-0.025,0.052,0.039,7
-0.022,0.012,0.001,31
-0.054,0.011,0.0,21
-0.049,0.009,0.035,19
-0.009,-0.025,0.031,40
0.025,-0.022,0.028,20
0.022,0.013,-0.008,30
0.055,0.012,-0.042,10
0.084,-0.023,-0.072,20
0.144,-0.02,-0.065,20
0.13,-0.053,-0.093,30
0.117,-0.013,-0.049,9
0.07,-0.012,-0.044,23
0.063,0.023,-0.04,18
0.057,0.021,-0.001,9
0.017,0.053,-0.001,21
0.015,0.013,-0.001,8
0.013,-0.022,0.033,32
0.047,-0.019,-0.004,19
0.042,0.016,0.03,22
0.038,-0.019,0.061,7
0.068,-0.017,0.055,22
0.061,-0.015,0.015,8
0.055,-0.014,-0.02,22
0.015,0.021,-0.018,10
0.014,0.019,-0.051,20
0.047,0.017,-0.045,22
0.042,-0.018,-0.041,5
0.038,0.017,-0.037,24
0.034,-0.018,0.001,8
0.065,-0.016,-0.033,52
0.127,-0.015,-0.099,19
0.218,-0.048,-0.054,8
0.3,-0.077,-0.083,23
0.339,-0.069,-0.075,7
0.305,0.006,-0.033,32
0.24,0.039,0.038,20
0.181,0.07,0.069,19
0.094,0.028,0.097,11
-0.018,-0.008,0.156,20
-0.085,-0.042,0.14,10
-0.145,-0.106,0.126,20
-0.234,-0.13,0.113,20
-0.28,-0.083,0.137,10
-0.355,-0.005,0.157,20
-0.389,0.063,0.142,11
-0.419,0.126,0.127,21
-0.446,0.148,0.115,18
-0.367,0.098,0.069,9
-0.261,0.123,0.027,21
-0.2,0.111,0.024,8
-0.111,0.065,0.022,23
-0.066,0.024,0.02,7
0.009,-0.012,0.052,22
0.077,-0.011,0.047,19
0.138,0.024,0.008,11
0.124,0.021,-0.027,19
0.112,0.019,-0.058,11
-0.036,0.052,-0.053,20
-0.205,0.047,-0.082,10
-0.322,0.042,-0.108,20
-0.325,0.038,-0.132,20
-0.292,0.0,-0.118,10
-0.228,-0.034,-0.072,20
-0.24,-0.065,-0.03,11
-0.181,-0.059,-0.096,19
-0.129,-0.087,-0.121,20
-0.047,-0.009,-0.109,9
-0.008,0.094,-0.098,21
0.027,0.119,-0.019,10
0.024,0.073,-0.017,21
0.021,-0.072,-0.015,7
0.019,-0.133,0.054,22
-0.016,-0.189,0.118,10
-0.049,-0.239,0.244,20
-0.079,-0.215,0.323,20
-0.14,-0.193,0.359,8
-0.126,-0.14,0.427,22
-0.01,-0.091,0.522,10
0.128,-0.047,0.608,20
0.391,0.025,0.547,20
0.593,0.126,0.492,10
0.638,0.286,0.408,20
0.712,0.257,0.264,11
0.64,0.231,0.169,17
0.576,0.277,0.083,12
0.553,0.249,0.074,21
0.36,0.19,0.067,21
0.22,0.033,0.06,6
0.233,-0.004,0.054,14
0.244,-0.038,0.256,16
0.323,0.0,0.471,20
0.325,0.172,0.493,13
0.258,0.224,0.306,16
0.267,0.098,0.206,20
0.274,0.088,0.151,11
0.316,0.079,0.101,29
0.491,0.106,0.022,11
0.545,0.129,-0.013,10
0.525,0.116,-0.15,23
0.473,0.036,-0.135,6
0.391,-0.07,0.016,21
0.352,-0.098,0.117,10
0.317,-0.157,0.175,20
0.319,-0.176,0.191,20
0.253,-0.123,0.103,29
0.193,0.026,0.024,10
0.208,0.092,0.09,21
0.118,0.117,0.081,12
0.072,0.14,-0.029,18
0.065,0.092,-0.13,20
0.093,-0.02,-0.151,9
0.049,-0.19,0.07,20
-0.127,-0.206,0.132,10
-0.149,-0.047,-0.053,20
-0.1,0.06,0.02,10
0.116,0.019,0.018,20
