X,Y,Z,t
0.007,-0.033,0.085,10
0.006,0.004,0.077,20
0.075,-0.03,0.035,10
0.067,0.007,-0.002,20
0.026,-0.062,0.031,10
-0.01,-0.056,-0.005,20
-0.044,-0.05,0.029,20
-0.039,-0.079,0.026,10
-0.001,-0.037,-0.01,20
0.033,-0.033,-0.113,10
0.064,0.004,-0.136,20
0.057,-0.065,-0.122,11
0.052,-0.093,-0.041,19
-0.021,-0.049,0.1,20
0.014,-0.009,0.125,10
0.013,-0.077,0.147,20
-0.022,-0.07,0.063,10
0.048,0.005,0.022,20
0.009,0.005,-0.014,20
0.077,0.004,-0.012,10
0.104,-0.03,-0.011,20
0.059,-0.096,0.093,10
0.018,-0.017,0.118,20
-0.052,-0.05,0.071,10
0.022,-0.01,-0.073,20
0.088,0.059,-0.203,20
0.045,0.018,-0.148,10
0.04,0.016,-0.03,20
0.002,-0.122,0.075,10
-0.032,-0.11,0.137,20
0.039,-0.099,0.123,10
0.035,-0.089,0.007,20
0.066,-0.045,0.041,20
0.06,-0.006,0.002,10
0.019,-0.006,-0.031,31
0.052,0.028,0.005,19
0.081,0.06,0.039,10
0.142,-0.014,-0.067,20
0.059,-0.047,0.076,20
0.018,0.026,0.069,10
0.016,-0.045,0.096,20
-0.019,-0.04,0.052,10
0.085,-0.071,0.012,20
0.042,-0.064,0.011,20
0.038,-0.092,0.01,10
0.0,-0.082,-0.025,20
-0.034,-0.04,0.046,11
-0.065,-0.001,0.007,19
-0.024,-0.001,-0.062,11
0.047,-0.001,-0.125,20
0.076,-0.001,-0.181,19
0.069,-0.035,-0.094,11
0.062,-0.066,-0.016,19
0.09,-0.094,0.02,11
0.115,-0.084,0.086,19
0.069,-0.007,0.043,10
0.028,-0.006,0.004,21
-0.008,-0.006,0.038,20
-0.076,0.063,0.103,9
-0.103,0.057,0.128,21
-0.162,-0.017,0.253,9
-0.042,0.018,0.124,20
-0.003,-0.086,0.077,11
0.065,-0.043,-0.068,19
0.093,-0.039,-0.061,20
0.049,0.033,-0.02,14
-0.093,-0.107,-0.018,16
-0.015,0.041,-0.016,10
-0.082,-0.031,0.053,20
0.029,-0.028,-0.02,20
0.06,-0.06,-0.052,11
0.089,-0.054,0.021,19
0.045,-0.048,0.053,10
0.11,-0.043,-0.089,21
0.064,-0.108,-0.046,9
0.058,-0.097,0.061,20
0.017,-0.053,0.09,20
0.085,-0.151,0.046,10
0.042,-0.032,0.042,21
0.003,-0.098,0.003,9
0.003,-0.054,-0.1,20
0.037,-0.048,0.081,10
0.033,-0.112,0.142,20
0.064,-0.205,0.128,30
0.023,-0.115,0.081,20
0.055,-0.104,-0.03,11
0.119,-0.059,-0.027,19
0.072,-0.122,0.044,31
0.031,-0.109,0.039,19
0.027,-0.064,0.035,10
0.025,-0.023,0.032,20
0.022,0.013,0.029,10
0.02,-0.022,-0.042,20
-0.016,-0.02,-0.004,20
0.019,0.016,-0.038,10
0.052,0.014,-0.172,20
0.012,-0.021,-0.017,10
-0.126,-0.053,0.157,20
-0.113,-0.082,0.175,10
-0.067,-0.04,0.089,20
0.007,0.032,-0.023,20
0.007,0.064,-0.055,10
0.006,-0.011,-0.049,20
0.005,-0.044,-0.01,31
-0.029,-0.109,0.059,9
0.008,-0.098,0.019,20
0.007,-0.019,-0.017,20
-0.062,0.051,0.053,10
-0.056,0.046,-0.02,20
0.018,0.007,0.015,10
0.016,0.006,-0.054,20
-0.019,0.005,-0.014,10
0.016,0.039,-0.047,20
0.049,0.07,-0.077,20
0.044,0.097,-0.069,10
-0.028,0.053,-0.097,20
0.008,0.082,-0.087,10
0.007,0.143,-0.078,20
0.006,0.128,-0.036,20
-0.028,0.047,0.001,10
-0.059,-0.026,0.104,20
-0.053,-0.127,0.128,11
0.02,-0.08,0.047,19
0.087,-0.003,-0.026,11
0.044,-0.002,-0.092,19
0.039,0.031,-0.083,31
0.001,0.028,-0.04,19
-0.033,-0.008,0.032,10
0.004,-0.042,-0.005,21
0.038,-0.038,0.029,9
-0.034,0.0,0.061,20
-0.065,0.069,0.089,21
-0.058,0.096,0.08,9
-0.052,0.121,0.003,20
-0.013,0.04,-0.065,14
0.022,0.07,-0.059,16
0.02,-0.005,-0.018,10
-0.016,-0.039,0.017,24
0.123,-0.035,0.015,16
0.076,-0.066,-0.02,10
0.068,-0.025,-0.087,20
0.027,0.011,-0.043,10
0.059,0.01,-0.108,20
0.087,-0.024,-0.063,10
0.079,-0.125,-0.022,20
0.036,-0.044,0.117,21
-0.035,-0.039,0.209,9
0.071,-0.001,0.119,21
0.098,-0.001,0.004,9
0.088,-0.035,0.038,20
0.045,0.036,0.068,21
-0.028,0.136,-0.006,9
0.009,0.157,-0.144,20
-0.06,0.141,-0.129,14
-0.054,0.058,-0.047,16
0.054,-0.05,-0.112,10
0.152,-0.114,-0.238,20
0.136,-0.137,-0.283,20
0.088,-0.089,-0.186,11
0.01,-0.114,-0.098,21
0.078,0.034,-0.261,9
0.105,0.1,-0.373,19
0.06,0.055,-0.335,10
-0.083,-0.122,-0.06,21
-0.213,-0.179,0.083,19
-0.398,-0.126,0.35,10
-0.255,0.058,0.384,21
-0.022,0.121,0.139,9
0.117,-0.132,-0.322,20
0.174,-0.187,-0.359,11
0.501,-0.134,-0.185,19
-0.031,-0.086,0.177,20
-0.027,-0.077,0.297,10
0.147,0.033,0.026,20
0.063,0.064,0.058,10
0.057,-0.01,0.328,20
0.258,-0.044,0.192,20
0.232,-0.177,0.069,10
0.312,-0.125,0.165,20
0.488,-0.181,0.045,10
0.232,-0.267,0.041,20
0.347,-0.274,0.347,10
0.346,-0.212,-0.066,20
0.243,-0.295,-0.025,20
0.046,-0.713,-0.229,10
-0.026,-0.435,0.103,30
-0.093,-0.185,0.196,20
0.053,-0.304,0.142,10
-0.123,-0.239,0.093,20
-0.318,-0.319,0.187,20
-0.251,-0.425,0.169,10
-0.261,-0.451,0.255,20
-0.338,-0.44,0.367,10
-0.408,-0.5,0.365,20
-0.436,-0.484,0.329,10
-0.323,-0.229,0.227,20
-0.636,-0.206,0.066,20
-0.641,-0.254,0.232,10
-0.611,-0.332,0.381,20
-0.585,-0.402,0.55,10
-0.664,-0.259,0.322,20
-0.666,-0.198,0.324,21
-0.738,-0.075,0.292,9
-0.56,-0.067,0.159,20
-0.366,-0.095,0.074,10
-0.502,-0.258,0.343,20
-0.279,-0.232,0.377,10
-0.7,-0.416,0.477,20
-0.63,-0.374,0.395,20
-0.222,-0.199,0.183,10
0.006,-0.179,-0.179,20
-0.269,-0.575,-0.299,10
-0.277,-0.517,-0.097,20
-0.077,-0.327,0.085,10
0.033,-0.501,0.179,21
0.03,-0.52,0.161,19
0.165,-0.365,0.042,10
0.252,-0.328,-0.41,20
0.158,-0.468,-0.369,10
0.107,-0.214,-0.366,20
-0.178,-0.641,-0.019,10
0.08,-0.232,-0.259,20
0.106,-0.14,-0.198,20
-0.007,0.253,-0.075,10
0.027,0.089,0.001,20
-0.078,0.287,0.001,10
-0.277,0.224,0.276,20
-0.318,0.029,0.352,20
-0.217,0.233,0.317,10
-0.161,0.037,0.319,20
-0.11,0.206,0.287,10
-0.03,0.254,0.19,20
-0.131,0.022,-0.035,10
-0.221,0.295,-0.066,21
-0.095,0.507,-0.163,19
0.051,0.594,-0.284,10
0.046,0.707,-0.359,20
0.041,0.671,-0.323,10
0.141,0.5,-0.291,20
0.161,0.45,-0.193,10
0.214,0.681,-0.277,20
0.089,0.544,-0.353,20
0.183,0.662,-0.49,10
0.096,0.596,-0.475,20
0.017,0.433,-0.221,10
0.291,0.389,-0.13,20
0.09,0.109,-0.048,11
0.391,0.201,-0.181,20
0.421,0.492,-0.438,20
0.551,0.615,-0.774,10
0.668,0.795,-0.834,19
0.498,0.577,-0.716,11
0.586,0.347,-0.61,19
0.562,0.036,-0.342,10
0.644,0.205,-0.205,21
0.579,0.391,-0.46,19
0.556,0.525,-0.483,10
0.707,0.369,-0.055,20
0.74,0.366,0.122,10
0.666,0.088,-0.234,20
0.806,0.252,-0.659,20
0.829,0.433,-0.352,10
0.608,0.39,-0.075,20
0.409,0.42,-0.068,10
0.334,0.24,-0.095,20
0.197,0.423,-0.155,10
0.349,0.208,-0.346,20
0.246,-0.639,-0.553,20
0.083,-0.679,-0.601,10
-0.2,-0.232,-0.403,21
-0.111,-0.139,-0.466,9
-0.41,-0.16,-0.695,21
-0.576,-0.178,-0.936,10
-0.622,-0.126,-0.532,19
-0.939,0.196,0.52,20
-1.5,-0.271,0.813,10
-2.074,-1.106,0.559,14
-1.763,-1.719,-0.082,16
-1.725,-1.444,0.132,20
0.757,0.768,-0.88,11
0.957,1.209,-0.516,19
-2.034,1.157,1.982,20
-0.658,-1.061,-0.387,11
-1.282,0.492,-1.107,19
-0.843,0.857,-0.617,11
-0.069,0.219,-0.245,19
0.109,0.921,0.813,20
-1.59,1.312,1.214,10
-2.707,2.18,-0.285,20
-2.367,1.79,-0.877,11
-3.854,2.335,-1.789,20
-4.158,3.687,-2.713,10
-2.432,4.284,-2.063,20
1.775,1.476,-2.029,19
0.218,1.156,0.483,10
-1.009,1.454,0.779,20
-2.391,0.102,1.012,10
-4.048,-0.079,2.014,20
-3.264,1.065,1.364,10
-3.11,0.028,1.641,20
-2.109,-1.25,1.787,20
-1.45,1.322,0.712,10
0.521,2.362,0.538,20
1.572,3.367,2.863,10
2.932,4.203,2.887,20
3.121,3.3,2.77,11
0.017,2.073,1.942,19
-0.432,2.728,2.196,20
2.747,2.351,-3.298,10
1.128,0.737,-3.52,20
0.705,1.422,-2.582,10
-0.192,0.521,-2.565,21
-1.242,-0.84,-2.584,19
-1.117,0.484,-2.567,10
-0.661,0.47,-2.689,20
-0.595,1.044,-3.42,10
-0.535,-0.508,-4.043,20
-0.654,0.094,-3.605,10
0.065,0.739,-3.451,20
-0.25,1.079,-3.588,20
0.291,-0.097,-4.471,10
-0.496,-2.604,-6.92,20
-0.825,-2.102,-2.642,10
-1.329,-2.099,-3.688,20
-1.403,-1.613,-3.078,11
-1.986,-0.865,-2.356,19
-2.477,-1.089,-1.81,20
-3.126,-1.98,-0.767,10
-3.434,-0.886,-0.277,20
-2.642,-0.349,0.646,10
-1.861,0.271,-0.521,21
0.393,3.485,-1.055,9
1.043,5.343,0.912,20
1.939,4.257,1.441,21
1.572,2.969,0.745,9
1.001,4.741,0.326,20
3.866,7.301,-0.395,10
9.375,6.536,-2.7,20
10.334,5.986,-5.292,20
7.818,3.388,-6.796,10
2.106,2.014,-4.6,20
-0.31,-3.461,0.341,10
5.098,-4.218,0.238,20
1.796,-2.865,-3.508,11
-2.313,-5.785,-0.882,19
-1.565,-7.654,2.515,20
-1.856,-6.854,2.712,10
-2.671,-5.238,2.82,20
-1.645,-3.749,2.641,10
3.0,-3.133,0.55,20
2.287,-1.75,-1.711,10
2.058,-0.748,-2.505,25
1.128,-0.225,-3.254,18
-1.19,5.175,-1.274,10
0.1,10.518,-2.87,18
1.297,8.949,-3.652,10
1.029,5.158,-1.528,23
-1.279,2.057,0.002,6
-4.461,1.506,0.623,21
-4.67,2.562,1.595,11
-4.134,6.374,5.469,19
1.657,-11.087,-2.007,20
-0.749,-13.908,-6.116,11
-0.26,-7.208,-0.574,19
0.937,-7.177,1.413,9
2.981,-6.494,-0.623,22
4.096,-4.706,0.024,18
2.618,-1.995,1.47,10
0.287,0.893,2.391,22
1.465,-1.609,0.463,9
0.595,2.309,-0.203,19
2.397,-0.403,-2.63,21
-1.496,7.876,-0.816,9
-4.381,4.434,4.505,20
-2.839,6.024,-2.392,11
0.167,6.801,1.087,20
0.426,6.948,2.496,10
-0.684,6.667,1.798,21
-1.753,4.725,1.342,21
-1.406,3.011,0.794,8
-1.989,2.227,0.37,20
-1.652,2.142,0.609,12
0.753,-1.967,-1.037,18
0.402,-3.666,-1.864,10
0.81,-7.437,-3.884,21
2.073,-9.348,-4.875,19
2.418,-5.207,-1.595,10
0.038,-2.79,2.632,20
-0.24,-4.855,-3.939,10
1.472,-4.301,-2.58,20
1.463,-3.698,-2.77,10
2.316,-3.052,-3.872,20
6.36,2.044,-3.278,20
8.93,11.286,0.29,10
8.313,10.158,-0.428,20
4.172,4.074,2.51,10
-2.278,-5.917,3.086,20
-8.463,-7.394,6.708,10
-10.444,-3.827,5.003,20
-5.09,-1.755,-1.461,20
0.107,-2.476,-1.625,10
0.2,-3.09,0.191,20
-0.371,-3.505,1.482,10
-1.023,-3.155,0.61,20
-1.369,-2.667,-0.209,10
-1.404,-1.883,-1.532,20
-0.54,-1.626,-2.689,20
0.134,0.57,-5.213,13
1.465,3.857,-8.932,19
2.387,8.126,-11.038,12
0.562,11.209,-10.314,20
0.368,9.571,-5.628,10
2.4,2.132,-1.341,18
0.781,-1.907,0.964,18
2.289,2.592,1.385,10
-1.077,3.643,11.175,21
-7.485,-1.271,10.54,10
-6.771,-5.488,2.039,19
-5.404,-5.353,-4.335,12
-2.519,-3.025,5.372,20
-1.371,0.483,8.972,19
-0.993,3.158,8.04,13
0.14,4.291,5.409,19
1.505,3.827,2.834,7
1.941,3.789,1.378,22
2.574,3.893,-0.034,21
2.765,0.711,-3.065,7
2.764,-3.255,-5.689,24
0.522,-3.688,-1.052,6
0.401,-3.388,1.018,22
0.361,-2.463,2.605,10
-0.984,-2.044,2.724,22
-1.61,-1.806,2.21,18
-0.863,-1.384,1.196,12
-1.052,-1.073,-0.474,18
-0.74,-0.379,-1.599,9
-0.39,0.692,-1.508,23
-0.144,1.795,-1.322,6
0.283,2.374,-0.501,23
1.289,2.205,0.341,17
2.608,2.088,0.273,10
3.795,2.534,-0.409,21
5.174,3.281,-0.988,13
6.622,3.022,-1.027,19
7.132,2.34,-1.614,20
5.832,2.244,-2.866,7
1.181,3.226,-3.166,22
-1.763,3.938,-1.711,10
-3.518,3.165,1.114,20
-1.546,0.056,1.312,10
-1.012,0.74,0.699,20
-2.91,2.803,1.318,20
-4.343,4.384,2.565,10
-5.357,5.739,3.102,20
-5.89,3.027,1.068,9
-5.68,-0.377,-2.486,21
-4.595,-1.512,-4.168,8
-1.584,-2.395,-1.924,23
3.4,-3.5,1.026,19
4.887,-2.702,2.544,8
4.33,-2.604,1.6,23
3.897,-3.929,2.957,7
3.266,-6.432,3.178,22
1.319,-6.41,1.964,8
-0.846,-5.941,1.457,22
-1.899,-6.657,1.794,10
-1.778,-6.715,1.511,20
-1.704,-5.768,0.705,20
-1.361,-5.294,0.048,10
-0.777,-5.351,-1.162,20
-0.009,-4.781,-2.666,9
0.508,-2.717,-4.882,20
2.388,0.76,-10.324,21
3.666,6.441,-13.222,9
1.403,11.555,-12.554,21
0.366,10.399,-7.713,8
-0.945,2.05,-2.77,23
-3.229,-8.083,-1.08,19
-1.803,-4.206,-2.351,8
1.893,2.316,3.089,23
2.6,5.256,13.468,7
-4.796,4.006,10.122,24
-7.764,0.744,2.042,6
-2.712,-1.26,2.596,22
0.351,0.244,7.715,10
1.177,1.047,6.943,19
1.646,3.631,4.628,21
2.274,6.406,2.786,12
2.84,6.386,-1.077,18
1.383,1.989,-3.038,9
-0.995,-1.622,-1.113,21
-3.447,-3.563,0.859,18
-3.964,-4.0,1.186,11
-2.878,-2.358,0.378,19
-1.383,-2.674,-1.451,10
1.202,-2.096,-2.961,21
0.944,-1.197,-2.148,9
1.022,-1.25,-1.898,20
1.471,-1.849,-0.433,25
1.22,-2.215,1.161,5
1.305,-1.925,1.7,22
1.45,-0.733,1.426,8
1.581,0.926,-0.301,22
2.078,2.385,-1.478,20
2.525,3.042,-2.33,8
2.066,3.979,-2.442,22
2.997,4.271,-2.128,10
5.111,2.499,-0.95,20
7.082,1.698,-0.407,9
7.58,2.114,-1.435,21
3.374,2.557,-3.188,19
-1.272,1.716,-3.007,12
-1.662,1.13,0.086,19
-0.254,1.121,1.939,8
-0.229,1.939,3.02,23
-2.343,3.917,4.27,7
-3.867,5.456,4.325,22
-4.894,5.462,4.169,21
-5.887,2.951,2.855,7
-6.333,1.07,-0.704,22
-4.803,0.446,-4.047,8
-0.737,-0.874,-2.849,22
2.887,-2.924,0.4,10
3.322,-2.907,3.29,20
2.955,-1.996,2.34,20
1.694,-3.968,2.796,10
0.284,-6.295,5.033,20
-1.433,-6.665,3.495,9
-2.6,-6.895,1.422,21
-2.822,-7.688,0.969,20
-2.85,-7.126,0.39,9
-2.221,-5.758,-0.786,21
-1.757,-4.631,-1.604,8
-1.409,-3.444,-2.029,23
-1.682,-1.651,-2.447,7
-0.376,2.133,-3.34,22
-0.717,6.643,-6.005,21
-0.542,10.392,-12.404,7
2.752,9.352,-11.749,22
5.442,1.694,-6.092,8
8.345,-5.783,-1.173,22
7.648,-7.86,2.425,10
4.47,-6.556,8.285,20
-0.423,1.924,9.939,20
-6.69,9.524,11.255,10
-2.642,9.123,6.716,20
-0.689,4.832,-14.227,11
-3.275,-5.097,-9.322,19
-5.533,-7.001,5.434,8
-6.255,-4.163,8.476,23
-4.664,-0.92,6.215,19
-2.991,0.516,2.973,8
-0.279,-0.431,1.469,23
2.058,1.956,2.77,7
4.748,5.621,5.837,22
5.963,3.577,4.53,10
5.367,0.323,-1.956,18
3.968,-1.156,-4.76,22
-0.255,-2.178,-3.042,8
-2.712,-2.616,-0.98,22
-2.958,-1.837,-0.365,10
-1.593,-1.239,-0.259,20
-0.365,-1.529,-0.785,20
0.153,-0.79,-1.086,10
0.586,0.115,-1.184,19
1.665,0.38,-1.376,12
2.74,0.238,-1.238,19
3.5,0.145,-0.804,10
4.012,1.165,0.034,21
4.024,2.6,0.41,19
3.656,2.788,-0.527,8
2.877,2.302,-1.37,23
0.762,2.417,-1.75,7
-1.451,2.692,-2.127,20
-2.65,4.423,-3.569,11
-3.178,5.359,-6.66,21
-5.722,4.548,-6.545,10
-7.528,3.817,2.141,20
-9.189,6.055,8.443,20
-10.408,4.519,6.392,8
-8.712,0.206,1.064,22
-3.531,-3.4,-4.109,9
1.338,-1.646,-3.216,21
4.617,-1.964,0.656,19
6.327,-1.733,1.935,12
6.108,-2.801,0.914,19
4.291,-5.003,0.374,8
2.069,-5.882,1.371,23
0.414,-6.328,2.303,19
0.062,-6.178,2.348,8
0.228,-5.525,1.182,23
0.136,-5.076,0.823,7
0.157,-5.051,0.499,22
0.038,-5.098,0.035,8
-0.344,-5.071,-0.76,22
-0.379,-4.529,-1.58,10
0.21,-3.318,-2.319,19
0.913,-1.331,-3.121,21
0.959,1.284,-5.877,10
0.243,5.947,-12.771,20
-0.642,11.317,-15.01,9
0.766,9.806,-8.993,21
0.758,2.275,-4.06,20
-0.696,-3.571,-0.654,9
-1.73,-6.386,1.444,21
-3.039,-5.023,1.817,10
-4.562,1.27,3.118,21
-3.451,9.038,4.288,7
-1.486,9.444,1.032,20
1.662,3.087,5.204,22
2.081,-3.771,12.338,8
-7.021,-5.532,3.071,20
-2.699,-2.944,3.97,13
1.121,-0.064,6.779,17
4.457,1.527,7.412,20
6.735,3.064,5.326,10
5.372,3.447,2.207,24
4.076,2.482,-0.667,10
1.979,1.199,-0.083,17
0.023,-0.54,0.717,11
-1.185,-0.831,0.128,19
-1.136,-1.024,-0.677,23
-1.712,-1.783,-0.195,7
-0.885,-1.363,0.651,20
0.306,-1.055,0.93,11
0.137,-0.329,1.251,21
0.227,-0.158,1.712,7
2.1,0.512,1.23,24
3.442,0.737,0.935,19
4.407,0.146,0.669,7
4.449,-0.144,0.361,21
3.453,0.766,-0.329,11
2.521,0.965,-0.779,20
2.097,0.421,-1.115,10
2.301,0.344,-1.486,18
1.278,1.206,-1.751,20
0.426,1.568,-2.024,10
-0.581,1.135,-0.925,20
-1.281,0.539,-0.143,11
-1.636,0.071,-0.129,19
-1.989,-0.038,-0.15,20
-2.618,0.344,-0.411,11
-4.011,1.447,-0.784,19
-3.886,2.164,-2.015,9
-1.808,1.948,-1.676,22
-0.799,1.512,-1.198,10
0.142,0.912,-1.699,23
-0.665,0.131,-2.632,19
-3.977,0.911,0.044,7
-5.992,3.475,4.969,23
-6.807,5.161,4.369,7
-5.161,2.508,0.312,22
-0.645,1.085,-3.683,10
2.866,0.493,-2.487,20
4.544,-1.141,0.07,20
5.09,-1.268,0.753,10
4.857,-2.313,-0.563,20
3.957,-3.289,-0.299,13
2.837,-4.408,1.384,17
1.623,-5.484,1.729,10
-0.159,-6.211,1.107,21
-0.798,-6.521,0.652,21
-0.96,-5.765,-0.274,6
-1.07,-5.085,-0.212,23
-0.791,-4.542,-0.088,8
-0.402,-4.536,-0.424,22
0.5,-4.393,-1.071,20
2.036,-3.747,-1.17,7
3.28,-2.993,-1.605,22
4.124,-1.314,-3.547,8
3.401,2.712,-9.295,22
2.027,9.06,-15.847,10
1.824,11.05,-13.366,20
1.331,7.601,-6.927,20
0.647,2.497,-3.855,10
-1.968,-2.165,-1.125,20
-3.185,-3.569,0.469,9
-4.694,0.062,4.18,23
-6.845,4.779,6.486,6
-6.401,4.267,3.355,23
-2.555,-0.537,6.949,21
-3.782,-4.517,8.875,5
-4.921,-1.79,4.367,24
-2.429,-0.129,6.93,7
-0.393,1.78,8.167,22
0.921,3.636,5.144,8
3.38,4.548,1.768,22
4.766,2.335,0.971,10
3.979,0.756,1.218,18
2.891,-0.353,0.993,20
1.809,-1.834,1.066,10
0.766,-1.995,1.063,23
-0.068,-1.555,0.646,17
0.11,-0.985,-0.521,10
0.548,-0.542,-1.262,20
0.769,-0.281,-0.756,11
0.657,-1.184,0.008,19
-0.338,-0.514,0.145,14
0.005,-0.566,-0.041,18
0.349,-0.509,-0.106,12
0.831,-0.872,0.594,18
0.851,-0.129,0.569,20
0.732,0.055,-0.073,9
1.245,0.118,-0.135,21
2.223,0.141,-0.052,12
3.035,0.885,-0.082,18
3.525,2.245,-0.384,10
3.689,2.503,-0.207,20
3.493,1.908,0.157,20
2.35,1.579,-0.271,10
0.391,1.973,-0.21,19
-1.405,2.637,-0.533,12
-2.575,2.374,-2.135,21
-4.041,3.136,-2.197,18
-1.499,3.236,-1.219,9
0.098,1.12,-1.166,21
-0.463,-0.508,-2.221,8
-2.002,0.507,-1.206,23
-3.319,2.49,0.465,7
-4.849,4.275,2.728,22
-5.433,4.537,2.938,21
-4.889,2.084,0.472,7
-3.538,-1.33,-1.712,22
-0.082,-1.99,-2.058,8
0.925,-2.308,-0.162,22
3.419,-3.766,1.577,10
4.8,-1.907,0.798,20
3.596,-2.096,0.822,20
2.995,-4.368,2.636,8
2.248,-5.414,1.648,22
-0.321,-6.941,-0.171,9
-1.013,-5.557,1.638,21
-2.187,-5.588,2.061,20
-3.037,-5.512,0.855,9
-2.595,-5.236,0.355,21
-1.232,-4.747,-0.3,8
0.407,-4.376,-1.063,23
1.676,-3.8,-1.887,7
2.164,-1.834,-3.215,22
2.637,1.244,-6.307,21
3.304,6.188,-11.192,7
2.939,11.085,-12.452,22
3.093,10.218,-9.035,8
0.853,5.955,-4.753,22
-1.886,-3.12,-2.933,10
-2.145,-6.532,-1.64,20
-3.0,-2.362,2.385,20
-3.596,4.182,6.732,10
-4.236,8.074,7.472,20
-3.02,4.37,5.311,9
-3.476,-2.72,6.4,23
-3.508,-3.31,1.347,18
-0.468,-2.324,5.143,9
1.474,-0.505,7.318,21
1.155,1.785,5.896,8
2.073,2.641,3.135,23
3.486,2.377,-0.35,7
2.517,0.967,-1.108,22
2.3,-0.508,-0.618,19
2.07,-0.354,-1.004,8
0.622,-2.283,-2.041,21
-0.853,-3.641,-0.113,10
-0.94,-1.656,0.966,19
-0.708,-1.008,0.938,21
-0.844,-0.356,1.396,10
-1.863,1.058,2.635,20
-0.677,-1.357,1.924,10
0.493,-1.635,0.145,20
-0.727,-0.782,-1.144,13
-1.344,0.192,-1.581,19
-0.727,1.242,-1.354,8
0.586,1.083,-0.736,23
1.906,0.63,0.026,19
2.991,1.153,0.299,8
4.071,2.072,0.269,23
5.629,2.347,0.691,7
6.135,2.457,0.38,22
4.453,3.177,-0.864,21
-0.129,3.48,-1.467,7
-3.253,3.442,-2.802,22
-3.031,3.787,-2.97,8
-1.384,2.271,-1.329,22
-1.383,0.147,-1.334,10
-2.624,1.132,-1.821,21
-3.775,3.329,-0.191,19
-5.259,4.72,2.689,10
-6.285,5.317,3.385,20
-6.104,2.82,1.082,11
-4.046,-1.288,-2.232,19
-0.469,-2.125,-2.905,8
1.025,-2.774,-0.822,21
2.68,-3.979,1.707,11
5.515,-2.581,3.467,20
4.274,-1.978,3.017,21
2.812,-5.4,1.198,7
0.669,-6.515,0.285,22
-0.259,-6.415,1.464,8
-0.646,-6.084,1.386,22
-1.133,-5.958,0.765,20
-1.261,-5.742,0.757,8
-0.48,-5.822,0.13,22
-0.777,-5.344,0.151,10
0.334,-5.223,-0.897,18
1.921,-4.597,-2.118,13
2.901,-2.862,-3.319,18
3.163,0.457,-6.883,20
4.26,7.204,-12.228,12
3.661,11.724,-12.798,19
3.33,10.551,-9.243,8
0.48,5.635,-4.526,23
-3.463,-2.513,-1.763,19
-5.53,-2.572,-0.415,8
-3.425,3.89,1.246,23
-1.704,6.776,8.706,7
-3.774,3.065,6.043,22
-3.673,-5.963,11.162,10
-5.822,-5.057,4.184,20
-4.309,-1.414,4.352,10
-1.189,0.864,7.123,22
0.48,3.605,5.825,18
2.639,3.831,3.38,10
4.03,3.344,0.767,22
3.73,2.355,-0.791,7
2.461,1.188,-0.54,21
2.077,-0.378,-0.003,20
0.697,-2.615,0.272,9
-1.199,-3.595,0.314,21
-2.182,-3.029,0.524,8
-1.378,-2.208,0.609,23
0.0,-1.746,0.272,19
0.172,-0.365,0.659,10
0.431,-0.466,0.972,21
1.388,-1.35,0.254,7
1.697,-0.802,-0.977,22
0.355,0.45,-2.051,8
0.492,1.025,-2.398,22
1.58,0.578,-1.399,10
2.319,0.244,-0.363,20
