Frnd,Priv,Saf,Ind,Res
86,69,62,79,64
98,50,78,62,72
44,103,29,92,92
90,96,92,59,23
11,168,8,13,160
85,69,78,76,52
63,57,92,87,61
82,72,62,67,77
13,99,56,49,143
62,107,55,60,76
29,57,131,34,109
94,42,54,82,88
204,17,43,32,64
55,137,57,79,32
102,21,119,13,105
84,68,65,59,84
93,153,5,58,51
77,54,81,79,69
86,59,84,79,52
63,81,57,75,84
6,97,7,124,126
19,125,85,64,67
85,79,84,84,28
47,47,95,79,92
86,54,84,62,74
49,112,57,61,81
59,65,78,67,91
61,77,71,87,64
32,70,137,29,92
31,61,108,23,137
111,39,113,33,64
108,57,100,13,82
87,54,78,59,82
45,91,64,69,91
81,66,67,67,79
83,77,58,69,73
44,76,57,83,100
54,37,108,92,69
91,123,21,53,72
218,17,25,26,74
63,88,77,91,41
87,61,86,61,65
60,123,9,67,101
69,76,69,78,68
36,75,125,9,115
30,79,58,59,134
63,94,60,86,57
103,42,95,72,48
120,56,65,71,48
5,8,329,9,9
16,75,59,97,113
7,98,23,57,175
76,60,64,103,57
91,66,82,49,72
63,91,67,71,68
118,7,68,79,88
82,80,73,61,64
81,32,108,29,110
101,54,69,94,42
29,74,26,148,83
64,73,82,57,84
88,56,74,76,66
86,84,62,65,63
31,97,50,83,99
78,28,82,155,17
32,160,43,97,28
118,32,68,64,78
81,58,86,81,54
79,59,65,70,87
35,139,51,45,90
79,75,90,51,65
64,87,59,68,82
81,96,20,79,84
57,66,75,84,78
116,14,74,84,72
7,153,5,11,184
23,113,41,107,76
87,73,115,19,66
59,110,25,82,84
59,110,25,82,84
35,136,37,39,113
132,11,83,102,32
81,55,87,59,78
9,13,136,103,99
87,70,84,65,54
62,81,70,83,64
72,61,67,66,94
57,66,74,76,87
46,55,127,107,25
59,45,60,126,70
67,51,137,6,99
82,71,72,84,51
66,66,71,64,93
50,122,57,51,80
91,68,48,76,77
75,135,19,45,86
83,67,65,58,87
75,86,44,73,82
62,95,53,87,63
77,111,33,74,65
54,64,29,78,135
73,93,52,82,60
20,69,119,48,104
18,140,8,177,17
72,70,97,27,94
83,64,60,87,66
75,63,69,76,77
111,57,58,61,73
119,5,76,53,107
36,99,45,84,96
126,45,92,28,69
31,76,100,34,119
110,27,102,28,93
78,77,61,73,71
82,61,78,60,79
82,61,78,60,79
14,66,141,74,65
8,145,12,47,148
142,8,76,72,62
81,98,35,115,31
70,67,45,166,12
78,116,64,51,51
63,144,9,65,79
74,69,81,87,49
46,137,47,83,47
25,122,24,76,113
73,58,154,11,64
222,18,25,18,77
13,23,14,104,206
91,22,80,68,99
24,79,65,99,93
25,101,27,14,193
75,62,74,142,7
56,43,85,85,91
24,75,127,18,116
55,49,86,67,103
42,63,84,67,104
90,48,44,90,88
35,94,55,69,107
87,69,77,87,40
91,51,62,62,94
117,7,87,80,69
64,87,58,87,64
9,111,6,118,116
137,5,140,8,70
58,76,87,99,40
168,35,47,64,46
108,34,87,32,99
25,52,117,70,96
84,44,92,43,97
115,84,8,71,82
58,76,60,76,90
87,62,57,80,74
101,29,78,60,92
7,141,9,95,108
75,63,78,72,72
96,46,59,81,78
73,52,48,85,102
59,81,64,60,96
182,31,43,42,62
6,123,10,152,69
76,99,67,59,59
89,92,95,39,45
79,76,82,81,42
50,51,72,100,87
53,62,62,84,99
73,74,65,70,78
16,17,156,28,143
58,68,88,43,103
43,47,72,87,111
68,57,92,72,71
87,40,99,54,80
35,31,60,132,102
93,95,5,87,80
13,75,87,82,103
34,87,86,68,85
74,86,71,57,72
64,43,109,53,91
72,57,131,21,79
73,77,80,79,51
74,68,74,61,83
100,51,60,67,82
85,67,83,76,49
74,64,59,83,80
6,156,5,86,107
122,39,33,138,28
70,69,64,67,90
76,64,62,73,85
116,48,58,90,48
66,65,70,59,100
84,78,46,73,79
103,58,97,62,40
79,67,87,59,68
37,95,32,73,123
6,320,13,13,8
84,55,91,91,39
156,42,44,73,45
67,73,81,84,55
23,79,99,76,83
65,61,63,66,105
113,105,28,79,35
6,77,62,144,71
68,72,94,49,77
58,77,48,105,72
141,33,54,55,77
13,5,212,8,122
96,76,56,99,33
104,23,32,123,78
144,27,35,109,45
135,35,66,87,37
18,53,118,95,76
76,70,60,82,72
75,69,75,52,89
74,76,66,62,82
22,204,51,54,29
7,11,83,7,252
60,95,42,58,105
44,94,37,108,77
57,82,91,74,56
115,29,62,81,73
59,71,85,81,64
74,117,104,22,43
69,92,68,48,83
5,177,7,6,165
80,79,71,64,66
35,50,71,74,130
71,42,76,87,84
18,83,81,93,85
30,74,58,81,117
66,58,58,70,108
72,70,78,67,73
67,90,44,78,81
75,106,30,62,87
75,76,69,89,51
103,64,86,76,31
18,9,35,56,242
70,75,97,57,61
58,71,96,55,80
62,65,57,68,108
86,65,65,83,61
64,77,59,64,96
80,79,60,80,61
94,60,66,88,52
161,39,37,44,79
79,51,95,64,71
109,42,79,65,65
5,72,87,83,113
64,71,87,72,66
82,54,85,67,72
69,68,80,87,56
67,97,38,92,66
9,164,8,7,172
58,73,58,67,104
46,86,53,95,80
72,36,125,42,85
34,218,20,55,33
82,31,110,41,96
118,6,105,52,79
61,86,83,38,92
53,82,91,74,60
