"pp" "gender" "hasKids" "userPref" "prediction.before" "prediction.after" "prediction.avg" "role" "userPref01" "prediction.before01" "prediction.after01" "prediction.avg1"
"400" 100 "female" "no" 4.9 23.6833597175426 40.06020951191 53.2798932591411 "child" 1 1 1 1
"401" 101 "male" "no" -2.09 12.3142063934265 91.6132178619395 123.203785923424 "parent" 0 1 1 1
"404" 101 "male" "no" 4.23 -41.4348721392893 -112.496987978951 -121.176728930502 "parent" 1 0 0 0
"405" 102 "female" "yes" -2.68 3.31933341611715 9.85735174235636 7.54186938489213 "parent" 0 1 1 1
"406" 102 "female" "yes" 1.98 12.2775688357888 20.37212781532 14.0052045877741 "child" 1 1 1 1
"410" 103 "male" "no" 2.84 -47.8171460590667 76.1465928552459 44.0039153229297 "child" 1 0 1 1
"412" 103 "male" "no" 0.32 -22.8876827074168 -102.359184380174 -59.7165910649987 "child" 1 0 0 0
"413" 104 "male" "yes" -1.99 -5.11247103020786 19.90141755982 19.2271744733991 "parent" 0 0 1 1
"415" 104 "male" "yes" 5 38.1216246166964 67.486507594059 50.9709987516495 "child" 1 1 1 1
"419" 105 "male" "no" 3.16 9.53779963516513 0 5.14704438546609 "child" 1 1 1 1
"421" 106 "female" "yes" -3.7 -19.564699828145 -17.1638020581504 -31.6554153191108 "parent" 0 0 0 0
"422" 106 "female" "yes" 0.95 -85.5547848357266 -91.9649137347269 -48.7585643363167 "parent" 1 0 0 0
"423" 106 "female" "yes" 1.51 -54.5020500447134 -54.2566790956469 -27.8810201742626 "child" 1 0 0 0
"424" 106 "female" "yes" -2.54 -49.1322805930056 -47.0869723464253 -34.6025483880514 "child" 0 0 0 0
"425" 107 "female" "no" -0.00999999999999979 281.507451206939 13.5479576826393 -2.73367750543292 "parent" 0 1 1 0
"428" 107 "female" "no" -0.00999999999999979 -158.052884741549 -8.87208128045697 12.3393708603534 "parent" 0 0 0 1
"429" 108 "male" "no" 4.87 30.1371054862883 -14.9644182984359 16.5196680008372 "child" 1 1 0 1
"434" 109 "male" "no" 1.15 17.0979000837141 11.1382542910239 22.3029370090387 "child" 1 1 1 1
"435" 109 "male" "no" -2.84 24.665496411459 37.446696851122 36.1998596097072 "parent" 0 1 1 1
"436" 109 "male" "no" 1.85 -15.3948215027222 -2.4364338554745 -7.0578504406873 "parent" 1 0 0 0
"438" 110 "female" "yes" 4.89 -103.795912716851 -113.526414535218 -127.280518536409 "child" 1 0 0 0
"439" 110 "female" "yes" -4.83 62.4198906818894 10.8015646175842 76.8229559591799 "parent" 0 1 1 1
"440" 110 "female" "yes" 4.86 -32.801217093889 10.2719397707623 -5.40268350956783 "parent" 1 0 1 0
"441" 111 "male" "no" 4.91 23.9283982971301 1.31515449636348 -23.2837625283471 "child" 1 1 1 0
"442" 111 "male" "no" -4.85 -7.69906445024433 21.6366333683082 18.9050049315253 "child" 0 0 1 1
"443" 111 "male" "no" -4.87 -40.932676271646 -18.5998897290982 -1.25725874437897 "child" 0 0 0 0
"444" 111 "male" "no" -4.9 32.2921102259832 -10.2939732376038 -40.8236121637372 "parent" 0 1 0 0
"447" 112 "female" "yes" 2.91 -4.04147365792522 76.1110263604425 45.2862276453018 "child" 1 0 1 1
"449" 113 "male" "no" 1.95 -20.6562519889698 -33.7344212502354 -29.2236828264714 "child" 1 0 0 0
"450" 113 "male" "no" -3.42 -181.170465118227 -108.588902839732 -129.133661578522 "child" 0 0 0 0
"451" 113 "male" "no" 0.04 -27.1761251053131 -4.94841659116611 -17.1483412835156 "parent" 1 0 0 0
"452" 113 "male" "no" -0.43 15.4332550137271 -8.57585682807934 -8.61377580950199 "parent" 0 1 0 0
"455" 114 "male" "no" 3.59 -16.1130466193513 -37.796448465266 -41.6842073306254 "parent" 1 0 0 0
"456" 114 "male" "no" 3.12 27.951774844211 72.3169931822826 45.9660494753852 "parent" 1 1 1 1
"458" 115 "male" "yes" -4.99 14.1098630917677 10.8957413525321 11.8359710950942 "child" 0 1 1 1
"459" 115 "male" "yes" 4.9 5.46309021729433 7.36017625809253 7.7325221163197 "parent" 1 1 1 1
"460" 115 "male" "yes" 4.97 27.9108023138772 23.6744397860992 19.4406324518495 "child" 1 1 1 1
"463" 116 "male" "yes" 1.93 18.0929919453021 -22.436774988048 -4.08169565544418 "child" 1 1 0 0
"464" 116 "male" "yes" 1.6 -87.2455249498204 59.8087501219622 12.1015510944895 "child" 1 0 1 1
"465" 117 "male" "yes" 4.92 33.9945808621221 62.4814731819647 26.815454695749 "child" 1 1 1 1
"466" 117 "male" "yes" 2.42 33.9446151972538 50.2119502268621 27.3402716991902 "parent" 1 1 1 1
"467" 117 "male" "yes" 0.00999999999999979 51.4204271839675 48.265884408216 57.1883112424835 "parent" 1 1 1 1
"468" 117 "male" "yes" 4.85 -67.6098936962498 -81.5978977196218 -77.4562529378429 "child" 1 0 0 0
"470" 118 "male" "no" 4.89 -9.01722805494637 8.9927682458579 10.402406488405 "child" 1 0 1 1
"471" 118 "male" "no" 4.82 22.0462931166055 -20.5315489413674 -14.0267728416427 "child" 1 1 0 0
"472" 118 "male" "no" 4.99 10.1679870116698 -28.9991548336365 -19.8312918672005 "parent" 1 1 0 0
"477" 120 "female" "no" 2.74 11.7481600602702 -65.6492189873829 -52.9016164982078 "child" 1 1 0 0
"478" 120 "female" "no" 5 -7.49433788363783 -8.76530627440849 -53.4244670939108 "child" 1 0 0 0
"479" 120 "female" "no" 2.59 -38.4336549067465 39.4686533074281 28.6070793420568 "parent" 1 0 1 1
"480" 120 "female" "no" 5 46.4353790326206 -28.946583865278 -13.8620292061235 "child" 1 1 0 0
"484" 121 "male" "no" -3.09 47.9667057641002 54.6714989565786 -15.0807354089178 "parent" 0 1 1 0
"486" 122 "female" "no" 2.46 22.6354941744517 -13.6536356335993 0.957921661251181 "child" 1 1 0 1
"487" 122 "female" "no" -2.53 40.7265116381405 -10.1253302419279 -6.51399016767781 "child" 0 1 0 0
"488" 122 "female" "no" -1.09 -0.637428830111581 18.1359718620649 13.9663056986531 "parent" 0 0 1 1
"489" 123 "male" "no" -4.95 -16.4932902334085 -23.864655676708 -21.5073797424196 "parent" 0 0 0 0
"490" 123 "male" "no" 4.91 12.2280070353716 -28.6572653025915 -35.8738913532177 "parent" 1 1 0 0
"491" 123 "male" "no" 4.94 12.9688304564629 32.5481279312701 37.0065948155282 "child" 1 1 1 1
"492" 123 "male" "no" 5 13.4676427387229 -10.8125447554822 1.71700349204156 "child" 1 1 0 1
"494" 124 "male" "no" -1.41 3.45081889356916 19.821260574874 1.53698155681874 "child" 0 1 1 1
"495" 124 "male" "no" -4.87 11.7395829368285 7.10882888050186 5.9706918893523 "parent" 0 1 1 1
"496" 124 "male" "no" -3.94 -0.112037298222702 31.9000737816176 2.96124706651499 "parent" 0 0 1 1
"497" 125 "male" "no" -1.37 6.36510611691244 29.974567480163 12.1944978919165 "child" 0 1 1 1
"499" 125 "male" "no" 2.68 8.24045724171912 29.0312012565352 14.4682961789673 "child" 1 1 1 1
"500" 125 "male" "no" 1.65 -16.1290904902174 -15.1986929450131 -16.3371823042717 "child" 1 0 0 0
"501" 126 "female" "no" -3 -59.9681340501101 -2.46271068707871 -12.4321947066513 "parent" 0 0 0 0
"502" 126 "female" "no" -2.02 -29.6708948370142 -19.8390043451119 -9.9517815784577 "parent" 0 0 0 0
"503" 126 "female" "no" 4.54 -23.648995132424 80.6861187283918 -4.54656320711773 "parent" 1 0 1 0
"504" 126 "female" "no" -4.53 21.9087125257563 -81.467684634044 28.0041988700189 "child" 0 1 0 1
"506" 127 "male" "no" 5 71.2211508136538 62.6970639652542 85.0186203669902 "parent" 1 1 1 1
"507" 127 "male" "no" 5 6.25509302005869 26.9296620419642 67.502727474099 "parent" 1 1 1 1
"508" 127 "male" "no" -5 -8.01559699088175 3.18346750103924 -16.8217813462646 "child" 0 0 1 0
"510" 128 "male" "no" -2.76 -39.8843642265741 -102.525857059274 -52.4735957600749 "child" 0 0 0 0
"511" 128 "male" "no" 1.78 32.274318851003 96.9716019968129 44.8758485220403 "parent" 1 1 1 1
"515" 129 "female" "yes" 4.75 5.41449104617632 -13.3920950898605 -5.07782297370465 "child" 1 1 0 0
"517" 130 "female" "no" -0.00999999999999979 -93.791987285278 -153.923489252617 -67.2112665532714 "parent" 0 0 0 0
"518" 130 "female" "no" 0.11 5.4944250624583 -22.1084682942635 3.43518480798368 "parent" 1 1 0 1
"519" 130 "female" "no" 0.0800000000000001 -14.4119590807454 -3.09679990809799 -7.89778021413699 "child" 1 0 0 0
"520" 130 "female" "no" -0.0300000000000002 -2.5165109670921 -1.43427436749964 1.89787779024456 "parent" 0 0 0 1
"527" 132 "male" "yes" -5 -7.51921105728884 2.06323513806716 -3.7309861231114 "parent" 0 0 1 0
"531" 133 "male" "yes" -0.0300000000000002 14.1908380932961 28.8338037685269 23.1182890796169 "parent" 0 1 1 1
"533" 134 "female" "yes" 4.32 -19.0332629936149 19.1336655788752 -5.60664280834696 "child" 1 0 1 0
"534" 134 "female" "yes" -0.04 7.10344535723591 34.0588220946535 24.8146620459119 "child" 0 1 1 1
"535" 134 "female" "yes" 2.04 -22.5958327463769 12.7953050005372 -25.0179035319937 "child" 1 0 1 0
"537" 135 "male" "no" -1.23 80.048790423593 73.2094609945237 25.2413402948432 "parent" 0 1 1 1
"538" 135 "male" "no" 3.73 227.005415109525 211.938045119128 205.660845582669 "child" 1 1 1 1
"539" 135 "male" "no" -2.67 169.765247496242 209.777791404121 162.706209647565 "parent" 0 1 1 1
"545" 137 "male" "no" 0.00999999999999979 -5.1003907749047 -33.5463687208837 -25.8548148442289 "child" 1 0 0 0
"547" 137 "male" "no" 0.15 13.8021098825152 -4.74967620371904 2.1067193196399 "child" 1 1 0 1
"548" 137 "male" "no" 0.2 2.43934697132013 -7.84156004894718 -3.95690020671045 "child" 1 1 0 0
"549" 138 "male" "no" 0.6 34.1192819932542 52.783459547179 52.1357184668789 "child" 1 1 1 1
"551" 138 "male" "no" -1.8 -48.9401973377493 -14.1429262465841 -21.8061043290121 "child" 0 0 0 0
"552" 138 "male" "no" 3.42 11.3594780768556 -21.4488041655257 -17.2637400750415 "child" 1 1 0 0
"555" 139 "female" "yes" 5 9.3802058327511 139.282224715259 18.8398285350209 "child" 1 1 1 1
"556" 139 "female" "yes" 4.87 -5.77563477373259 122.547907872646 -3.51716040708816 "parent" 1 0 1 0
"558" 140 "female" "yes" 2.95 16.4661807352097 39.8047160515318 18.2090182084017 "child" 1 1 1 1
"559" 140 "female" "yes" 3.57 -29.7712296483745 -25.1219255744005 -35.3091087051003 "child" 1 0 0 0
"560" 140 "female" "yes" 3.07 19.8212468324466 55.8150625055674 18.3431142622413 "child" 1 1 1 1
"562" 141 "male" "no" 2.63 54.5374784514846 38.1096477091477 48.2446718997571 "parent" 1 1 1 1
"564" 141 "male" "no" 3.12 97.1966079944815 66.5281895139196 82.8410765600655 "child" 1 1 1 1
"566" 142 "female" "yes" 4.23 -8.40852629499508 -18.9703481509264 -17.9979711402892 "parent" 1 0 0 0
"568" 142 "female" "yes" 4.93 -36.9872978491816 -15.6915813723133 -17.4660799034657 "child" 1 0 0 0
"569" 143 "female" "no" 1.19 -20.2212759784764 -2.02338467935369 -3.08431787604766 "parent" 1 0 0 0
"570" 143 "female" "no" 4.86 2.22445869957421 14.6753248458048 16.1040317269074 "parent" 1 1 1 1
"572" 143 "female" "no" -4.81 10.7686482969383 -0.234341130363156 7.51040161523603 "child" 0 1 0 1
"573" 144 "female" "yes" 0.8 -2.69018981245069 12.7444102989354 1.92985234558846 "parent" 1 0 1 1
"574" 144 "female" "yes" 1.42 14.3186611029471 21.10184006442 17.630796231738 "parent" 1 1 1 1
"575" 144 "female" "yes" 0.91 -14.0292247486419 -14.3250074846579 -8.3180758117643 "child" 1 0 0 0
"576" 144 "female" "yes" -4.15 17.5804860606238 16.3169692241435 15.1142609078221 "child" 0 1 1 1
"577" 145 "female" "yes" 3.3 -23.0017698524236 -0.0478023179088041 -14.5848564673294 "parent" 1 0 0 0
"578" 145 "female" "yes" -3.65 1.04767148409057 -25.9642611702314 -8.7724982324 "parent" 0 1 0 0
"579" 145 "female" "yes" 3.61 -42.9275901771488 -14.9562838425779 -29.4331011323677 "child" 1 0 0 0
"580" 145 "female" "yes" 3.64 3.29810283693901 35.0930641461267 19.0084105972611 "parent" 1 1 1 1
"582" 146 "male" "yes" 3.71 24.8274883380002 36.4369179708486 35.1728076590526 "parent" 1 1 1 1
"583" 146 "male" "yes" -4.71 -47.0063400776127 -49.8054998344479 -50.10328274115 "parent" 0 0 0 0
"584" 146 "male" "yes" 2.15 29.9814372297217 32.6201182447124 24.7960590034202 "parent" 1 1 1 1
"586" 147 "male" "no" -2.37 -43.3191621036203 -53.9846801348089 -16.5724916400431 "child" 0 0 0 0
"587" 147 "male" "no" 1.88 45.3393092761136 30.7708439323554 50.5776294699646 "child" 1 1 1 1
"588" 147 "male" "no" -1.63 -34.4698471194527 -48.7124814620628 -12.2228575235904 "child" 0 0 0 0
"589" 148 "female" "no" -1.11 17.9697593420329 16.0489227545933 42.7952418974152 "child" 0 1 1 1
"590" 148 "female" "no" -1.02 -30.058329027464 -23.6815747308563 25.2908814521643 "parent" 0 0 0 1
"591" 148 "female" "no" -1.06 -15.6123052149793 -5.06304507916958 32.4412306466321 "child" 0 0 0 1
"592" 148 "female" "no" 1.72 -100.632368154543 -93.6838093558378 -75.5433691687526 "parent" 1 0 0 0
"593" 149 "female" "yes" -2.49 42.1418886097955 45.5600022676574 19.1178812152578 "parent" 0 1 1 1
"596" 149 "female" "yes" 2.97 -42.3418111485042 -42.3357276201102 -51.772776963008 "parent" 1 0 0 0
"599" 150 "female" "no" 3.55 -90.3339620385198 -70.9734995994519 -64.9663589528903 "child" 1 0 0 0
"600" 150 "female" "no" -4.58 4.13131201505055 -15.2342282605321 -17.3402230117281 "parent" 0 1 0 0
"602" 151 "female" "yes" 3.09 24.4814021001498 26.6690408244701 16.8869731870404 "parent" 1 1 1 1
"603" 151 "female" "yes" 2.24 -25.828938395178 -37.1631396923242 -25.3457536564121 "child" 1 0 0 0
"604" 151 "female" "yes" 2.68 -0.447486561284933 -7.51534377469724 -6.57039236482936 "parent" 1 0 0 0
"605" 152 "male" "no" -2.22 11.7287756676456 13.8648741669917 16.0540126240588 "child" 0 1 1 1
"606" 152 "male" "no" -1.42 -13.1079903058716 -14.3882436086452 -15.8382482723621 "child" 0 0 0 0
"609" 153 "female" "no" 1.92 30.1215708942968 74.3821035463225 50.5152802018034 "parent" 1 1 1 1
"610" 153 "female" "no" 3.5 41.6972633522688 53.2032653269717 32.5218443946232 "child" 1 1 1 1
"611" 153 "female" "no" 3.63 13.4128635990162 20.1620216928725 9.06554382754801 "parent" 1 1 1 1
"612" 153 "female" "no" 5 58.9315682775562 82.9327011595966 61.7853150893953 "parent" 1 1 1 1
"613" 154 "male" "no" -2.1 60.5497505276087 21.3300325778111 39.8735940079387 "parent" 0 1 1 1
"615" 154 "male" "no" 1.91 64.5384793064078 26.6824938026738 54.7969063927522 "child" 1 1 1 1
"616" 154 "male" "no" -2.3 -32.4369397031436 -25.557194390911 -35.445888514493 "parent" 0 0 0 0
"618" 155 "male" "no" 5 8.34461540994152 17.0432558964526 17.4410488008132 "parent" 1 1 1 1
"619" 155 "male" "no" -4.85 38.3614761501157 13.8527560698784 5.66744558541195 "child" 0 1 1 1
"623" 156 "female" "yes" -0.00999999999999979 11.0974095720967 -13.4069792020426 -13.5520302861207 "child" 0 1 0 0
"625" 157 "male" "no" 3.02 -79.7336848580523 -79.9461775175507 -69.316903690869 "child" 1 0 0 0
"627" 157 "male" "no" -4.93 -167.054456669274 -106.607114203463 -41.8860283162815 "child" 0 0 0 0
"628" 157 "male" "no" 2.44 91.7591135239288 30.9022822073112 -13.4726494225107 "child" 1 1 1 0
"629" 158 "female" "no" 5 -27.9468171774087 -32.3583033243625 -32.2410194812109 "child" 1 0 0 0
"630" 158 "female" "no" 4.85 2.59809736066214 10.0250474880061 3.27948500927921 "child" 1 1 1 1
"631" 158 "female" "no" 0.00999999999999979 -9.59563818688121 -15.6033729184505 -11.9070062889119 "parent" 1 0 0 0
"632" 158 "female" "no" 4.96 16.0253527942706 15.1071486337352 10.7728522465989 "parent" 1 1 1 1
"633" 159 "male" "no" -3.53 -8.16538912841518 -4.86221879047467 -4.01801897493647 "child" 0 0 0 0
"634" 159 "male" "no" 1.18 1.69688143637971 -24.1318426709833 -21.0936444379317 "child" 1 1 0 0
"635" 159 "male" "no" -4.97 8.29346081774061 -24.7821069958427 -17.6319987213969 "parent" 0 1 0 0
"636" 159 "male" "no" -5 22.2456971184192 29.7368965291428 28.1179146820244 "child" 0 1 1 1
"637" 160 "female" "no" 4.03 -50.884565315361 -64.8061096080269 -53.1792029459445 "parent" 1 0 0 0
"638" 160 "female" "no" -4.75 -53.8389805472481 -74.8445820415472 -59.7992825089637 "child" 0 0 0 0
"639" 160 "female" "no" 4.85 13.7308455816075 -14.9419201214185 4.09509329860366 "parent" 1 1 0 1
"640" 160 "female" "no" 1.04 30.2118408554161 4.32144018563137 15.8368148793009 "child" 1 1 1 1
"641" 161 "female" "yes" -3.88 8.16041866642274 -10.811295109752 15.6189059674569 "child" 0 1 0 1
"642" 161 "female" "yes" 1.52 -15.5041216919342 -32.8393792544916 -24.4696237099513 "parent" 1 0 0 0
"643" 161 "female" "yes" -3.53 25.4340422388065 -17.2069730306507 -1.96617377495884 "child" 0 1 0 0
"644" 161 "female" "yes" 0.0300000000000002 -10.5990894296779 -34.4836348266832 -23.7851613922392 "child" 1 0 0 0
"647" 162 "female" "no" 4.89 22.6812637008873 17.232816938581 9.13231665698109 "child" 1 1 1 1
"648" 162 "female" "no" -4.98 44.000325894424 46.609913514403 54.5831699954025 "child" 0 1 1 1
"649" 163 "male" "no" 1.63 -1.29556362319023 26.8187549040371 17.8040777499405 "parent" 1 0 1 1
"651" 163 "male" "no" -0.00999999999999979 -17.8142815152753 -21.5379584517919 -0.649935532613753 "child" 0 0 0 0
"652" 163 "male" "no" 1.42 19.3544338963069 21.9735399039069 26.0176662689985 "child" 1 1 1 1
"654" 164 "male" "no" 1.46 75.2292810631707 -40.8521619963912 25.3782712696833 "child" 1 1 0 1
"655" 164 "male" "no" 1.16 -32.4137619283892 90.8200823353372 22.6059366505774 "child" 1 0 1 1
"658" 165 "male" "no" 1.98 -16.0288927310494 -47.6899053459376 -9.64304767691183 "parent" 1 0 0 0
"660" 165 "male" "no" -2.49 -9.25203693630266 -94.5139396934281 -21.4620658975901 "child" 0 0 0 0
"661" 166 "male" "yes" 3.19 8.46640120325141 -11.7157332074019 -8.75218837627638 "parent" 1 1 0 0
"663" 166 "male" "yes" 3.28 -31.3810602541636 3.8951804908658 -14.9449178226521 "parent" 1 0 1 0
"664" 166 "male" "yes" -2.82 38.4096910374958 18.2554369211132 33.8736956214764 "parent" 0 1 1 1
"665" 167 "female" "yes" -1.86 -72.8421839234059 -13.6448684464777 -37.9618958278165 "child" 0 0 0 0
"666" 167 "female" "yes" 2.18 -27.120014586493 30.8904340594888 -0.761289981942326 "parent" 1 0 1 0
"667" 167 "female" "yes" 1.95 18.2407769245437 3.28029831458632 7.18929056347525 "parent" 1 1 1 1
"668" 167 "female" "yes" -2.79 5.60807196642077 23.823759278895 -37.4572137439315 "parent" 0 1 1 0
"669" 168 "female" "yes" -1.31 -12.5900969605034 -33.3627683436572 1.24470394153579 "parent" 0 0 0 1
"672" 168 "female" "yes" -0.31 -105.544688672599 68.8481322282133 5.16458939343687 "child" 0 0 1 1
"674" 169 "female" "yes" 4.91 23.0189084625821 19.0483172947206 -6.88836798936835 "child" 1 1 1 0
"675" 169 "female" "yes" 3.3 56.00633673501 62.6076463607215 51.9117805408316 "child" 1 1 1 1
"676" 169 "female" "yes" -3.79 -5.42918569905027 16.59378397495 22.8452693586784 "parent" 0 0 1 1
"677" 170 "male" "yes" 3.8 37.8310516287373 40.7186787340795 -0.840079883931899 "parent" 1 1 1 0
"678" 170 "male" "yes" 2.75 -30.2791942444004 -26.8438347614108 -6.28408989804528 "child" 1 0 0 0
"680" 170 "male" "yes" 4.29 -4.06100804726094 4.89327977455437 -3.52655564038766 "child" 1 0 1 0
"683" 171 "female" "yes" 4.91 -17.6311883884842 -15.0748180571791 -7.95465897121089 "child" 1 0 0 0
"684" 171 "female" "yes" 4.93 -6.62307597105422 -5.57776991117003 -3.5311377223583 "child" 1 0 0 0
"689" 173 "male" "no" -4.17 -30.8471117371876 -49.2241030929483 -13.6273220387312 "child" 0 0 0 0
"690" 173 "male" "no" 2.42 -33.1779572024116 24.3849993277564 78.6135228732733 "child" 1 0 1 1
"691" 173 "male" "no" 5 64.1578380924553 12.1928788139914 -50.260372313529 "child" 1 1 1 0
"692" 173 "male" "no" -3.16 8.43046761125787 -20.5323378202503 -36.8097678450765 "child" 0 1 0 0
"693" 174 "female" "yes" 3.49 1.59544173188425 13.8074080728054 -10.1842840579086 "parent" 1 1 1 0
"694" 174 "female" "yes" -3.52 -17.9574905864833 -17.1335175729034 -9.02028964685717 "child" 0 0 0 0
"695" 174 "female" "yes" -3.52 -55.9476774898703 -66.8821703494462 -31.6388429425149 "child" 0 0 0 0
"696" 174 "female" "yes" -2.07 3.09617621516368 -18.6159956156933 4.15161544940497 "child" 0 1 0 1
"701" 176 "female" "no" -2.74 31.3414145006052 89.5416670698996 60.6039314240686 "parent" 0 1 1 1
"702" 176 "female" "no" 2.74 -50.4685705355281 -110.041715428376 -84.0483516107068 "parent" 1 0 0 0
"703" 176 "female" "no" 2.33 -13.891639692307 53.2213807020653 21.5707049580978 "child" 1 0 1 1
"704" 176 "female" "no" 2.32 25.142342287475 2.16261844161109 13.7949624333142 "child" 1 1 1 1
"705" 177 "female" "yes" 2.29 1.17344842611557 5.75342704413529 -9.80077276269675 "parent" 1 1 1 0
"706" 177 "female" "yes" 4.3 11.3072877765747 -11.4031118532528 4.8293221746783 "child" 1 1 0 1
"707" 177 "female" "yes" 2.76 10.4564422322017 17.5808937493144 27.3111133062309 "parent" 1 1 1 1
"708" 177 "female" "yes" -1.94 -13.4599250039451 24.8649030268851 5.06157625015423 "parent" 0 0 1 1
"709" 178 "male" "no" 2.89 42.7046669381028 42.2349138213652 27.9092268959088 "child" 1 1 1 1
"710" 178 "male" "no" -3.65 34.7054344683947 21.3939871904257 19.1594857189493 "parent" 0 1 1 1
"711" 178 "male" "no" 5 6.28657051330926 4.37588455522544 7.35593693580385 "parent" 1 1 1 1
"715" 179 "female" "no" -2.53 -51.5411064569485 -65.8423741592872 -65.7057052685382 "parent" 0 0 0 0
"717" 180 "female" "no" 5 -112.918744626737 -97.8031183959736 -99.2800000718141 "parent" 1 0 0 0
"719" 180 "female" "no" -2.63 25.0749739228092 12.6379069794155 28.8031183847492 "parent" 0 1 1 1
"720" 180 "female" "no" -2.52 -8.3673737872992 -1.36592745886391 -5.17303792300002 "child" 0 0 0 0
"721" 181 "male" "no" 2.04 -5.34876143090516 48.8880614753397 19.7045475305105 "child" 1 0 1 1
"722" 181 "male" "no" 0.48 10.4238197557175 -10.3530279867005 3.90171715928922 "child" 1 1 0 1
"723" 181 "male" "no" -0.00999999999999979 -77.4520652556153 -66.9052429488036 -73.8891212232292 "parent" 0 0 0 0
"724" 181 "male" "no" -4.89 -6.1743780625813 -58.4478107963398 -25.0823224749841 "child" 0 0 0 0
"725" 182 "male" "no" 5 40.3220875696376 67.0037990313425 16.5056130986385 "child" 1 1 1 1
"727" 182 "male" "no" 5 90.1130067641542 95.3608373815192 56.0872060631405 "parent" 1 1 1 1
"728" 182 "male" "no" 5 50.0276911967534 28.1576402901907 -10.3876247493627 "parent" 1 1 1 0
"729" 183 "female" "yes" 4.9 4.39460573296198 -19.7353085072505 -31.3861506956949 "child" 1 1 0 0
"730" 183 "female" "yes" -4.97 48.0728774945526 40.9743544468788 42.1770330163312 "child" 0 1 1 1
"731" 183 "female" "yes" 4.96 -10.9213643702721 43.4008854238234 6.40407928497874 "parent" 1 0 1 1
"732" 183 "female" "yes" 4.89 -6.09470711954716 -2.82783318782172 -0.827535755908123 "parent" 1 0 0 0
"733" 184 "male" "yes" -5 -13.0982613161639 23.324895845198 11.6452668844287 "child" 0 0 1 1
"734" 184 "male" "yes" -2.49 18.3870393216308 17.0489566248697 24.0658863624971 "parent" 0 1 1 1
"735" 184 "male" "yes" 1.41 -14.2177545996018 -24.0167408725697 -26.4459067038472 "child" 1 0 0 0
"736" 184 "male" "yes" 4.92 40.8946327778424 41.0812244329946 44.3483869590293 "child" 1 1 1 1
"737" 185 "female" "no" 5 -27.5991721731519 16.0063056788521 13.2465535869146 "child" 1 0 1 1
"738" 185 "female" "no" -2.27 5.64506932805491 -10.6708162380351 -19.5327205281533 "parent" 0 1 0 0
"739" 185 "female" "no" 3.93 -36.1886692479726 20.939281283794 -4.04904563682817 "child" 1 0 1 0
"740" 185 "female" "no" -4.18 4.32402596541494 7.82697369882839 0.995104417040558 "child" 0 1 1 1
"741" 186 "female" "no" 2.34 114.981173379511 172.192416839636 16.1658014336305 "child" 1 1 1 1
"742" 186 "female" "no" 3.33 145.681082992942 199.224207663924 70.9002550794069 "child" 1 1 1 1
"743" 186 "female" "no" 0.99 78.025733649858 191.376967033044 0.171246775172676 "parent" 1 1 1 1
"744" 186 "female" "no" -1.48 -73.6148102990349 -179.114640573357 11.1242205438825 "parent" 0 0 0 1
"745" 187 "male" "no" -3.03 -83.4079639744571 -79.5161287016099 -56.7183281464637 "child" 0 0 0 0
"746" 187 "male" "no" 2.4 35.039607639297 63.2576065372072 30.9182520644419 "child" 1 1 1 1
"747" 187 "male" "no" 2.63 73.9921982319754 21.9184066185636 11.7610054286733 "parent" 1 1 1 1
"748" 187 "male" "no" 4.89 18.6550128302966 51.7012377401588 44.1311480953157 "parent" 1 1 1 1
"749" 188 "female" "no" -2.64 -41.4212435657717 26.5709769868342 41.7061092469869 "parent" 0 0 1 1
"750" 188 "female" "no" 4.99 103.390439765576 77.1282456846366 63.9657244829198 "parent" 1 1 1 1
"751" 188 "female" "no" 4.01 165.78343926085 125.037872102318 118.408128626173 "parent" 1 1 1 1
"752" 188 "female" "no" -4.22 110.406827884958 71.3981362537648 63.7926779293935 "child" 0 1 1 1
"753" 189 "female" "no" 3.54 23.525153837911 32.2957332732729 13.6262341987404 "parent" 1 1 1 1
"754" 189 "female" "no" -0.0800000000000001 -54.4959780838318 -67.2222556714922 -67.1276881292742 "child" 0 0 0 0
"755" 189 "female" "no" -0.0999999999999996 39.3510017335204 36.9877520152296 35.5734716006412 "child" 0 1 1 1
"756" 189 "female" "no" 2.98 20.3261990168478 36.441862737771 39.4899319796491 "parent" 1 1 1 1
"757" 190 "male" "no" 0.83 26.275873669855 13.5392357271816 20.381387195578 "child" 1 1 1 1
"759" 190 "male" "no" -0.43 -0.491914433209935 7.79420588999916 8.18653593663119 "parent" 0 0 1 1
"760" 190 "male" "no" 1.23 -12.7839207046532 -0.25110222831794 -5.9180540236133 "child" 1 0 0 0
"761" 191 "male" "yes" 4.92 22.2123441995423 23.5722642603559 24.9555798250644 "parent" 1 1 1 1
"762" 191 "male" "yes" 4.9 18.6192891368081 16.9402882783318 19.5054279226685 "child" 1 1 1 1
"763" 191 "male" "yes" 4.92 -9.51538578135289 -8.83554398027282 -6.21213328910902 "parent" 1 0 0 0
"764" 191 "male" "yes" -4.89 -19.4952705770385 15.1235612593942 2.87234105611841 "child" 0 0 1 1
"765" 192 "male" "no" 0.00999999999999979 -22.4357171491111 29.414573241176 -15.3586106073671 "parent" 1 0 1 0
"766" 192 "male" "no" 5 -42.8024583421919 12.9037016596618 -31.2221631561192 "child" 1 0 1 0
