Frnd,Priv,Saf,Ind,Res
74,82,78,70,56
77,97,66,56,64
75,72,133,8,72
7,46,102,91,114
113,53,116,30,48
232,23,29,18,58
84,74,84,54,64
44,102,50,77,87
124,8,81,72,75
66,109,39,62,84
16,62,97,60,125
46,48,77,65,124
54,93,115,35,63
80,59,93,60,68
106,69,89,47,49
8,131,7,8,206
14,85,66,89,106
20,85,11,62,182
129,32,69,73,57
109,37,78,63,73
51,87,64,68,90
127,9,76,68,80
59,68,110,40,83
43,39,115,23,140
78,61,77,76,68
42,127,30,91,70
59,66,71,62,102
76,72,78,71,63
82,75,58,66,79
43,54,77,63,123
92,28,102,54,84
79,30,101,69,81
62,106,42,93,57
73,78,66,82,61
43,74,100,65,78
67,83,87,62,61
121,44,72,23,100
78,71,57,86,68
83,92,19,98,68
74,84,65,60,77
52,110,24,93,81
9,5,221,6,119
66,36,87,67,104
82,64,85,79,50
39,84,87,61,89
39,84,87,61,89
34,108,29,77,112
47,40,76,101,96
217,18,22,36,67
35,50,107,91,77
63,67,60,84,86
61,78,64,61,96
74,85,84,79,38
75,73,98,23,91
28,30,94,64,144
51,67,54,106,82
122,38,18,95,87
67,84,80,77,52
14,142,10,77,117
32,98,99,52,79
78,65,74,73,70
85,112,29,94,40
77,87,70,66,60
50,61,92,67,90
82,97,58,90,33
67,107,62,65,59
82,53,96,28,101
72,82,43,76,87
34,49,52,113,112
82,20,62,90,106
37,74,60,114,75
70,81,60,74,75
29,71,83,77,100
57,124,57,54,68
35,46,84,188,7
44,62,91,82,81
88,51,99,44,78
9,69,141,7,134
140,35,80,30,75
81,68,71,78,62
63,74,72,82,69
63,74,72,82,69
31,30,177,64,58
14,17,126,104,99
89,23,111,11,126
102,39,76,47,96
81,9,82,38,150
56,112,46,97,49
44,44,102,82,88
70,60,60,62,108
109,30,60,95,66
9,17,10,5,319
53,93,29,65,120
174,45,37,59,45
11,153,39,21,136
101,30,85,61,83
38,94,44,81,103
18,138,11,9,184
5,132,5,49,169
51,35,90,92,92
61,71,74,147,7
71,39,99,83,68
42,51,75,47,145
83,46,80,105,46
6,89,78,93,94
67,58,65,68,102
73,60,76,73,78
87,123,19,111,20
74,73,87,82,44
11,125,6,109,109
72,57,68,66,97
53,91,55,60,101
158,31,56,61,54
145,31,105,23,56
31,67,92,86,84
36,43,136,35,110
115,27,115,22,81
115,52,75,75,43
86,69,61,112,32
75,61,77,77,70
19,31,36,107,167
72,61,80,74,73
74,42,91,67,86
77,73,82,48,80
80,61,70,60,89
146,42,28,72,72
72,5,89,67,127
125,42,88,55,50
84,79,67,69,61
79,64,86,74,57
44,49,75,97,95
79,64,73,91,53
63,84,77,81,55
32,26,146,51,105
39,132,37,112,40
28,144,20,76,92
78,59,71,78,74
69,56,78,87,70
22,19,46,155,118
57,89,169,5,40
28,74,61,70,127
48,72,90,53,97
71,122,53,55,59
55,42,97,33,133
71,34,105,62,88
84,79,74,83,40
57,104,37,125,37
75,106,14,75,90
60,87,80,62,71
61,71,70,78,80
67,6,121,28,138
75,60,60,57,108
63,80,74,64,79
91,80,56,64,69
107,45,60,57,91
79,72,64,78,67
59,59,66,91,85
61,105,86,65,43
69,78,90,62,61
38,101,47,80,94
58,14,184,51,53
43,77,74,109,57
124,27,82,91,36
62,78,78,62,80
42,39,143,76,60
75,85,75,79,46
99,33,40,27,161
70,83,67,71,69
33,57,74,76,120
57,131,47,26,99
116,15,55,82,92
8,115,5,22,210
111,89,13,110,37
65,136,42,99,18
191,13,33,110,13
123,9,86,38,104
67,52,50,96,95
68,70,56,76,90
76,90,96,61,37
69,78,61,57,95
32,102,9,78,139
31,114,58,54,103
77,66,47,85,85
70,48,100,65,77
23,56,104,93,84
73,71,74,73,69
86,85,75,73,41
84,67,64,77,68
65,78,73,71,73
14,171,8,8,159
71,83,64,78,64
38,51,100,45,126
74,142,7,127,10
35,93,86,38,108
55,93,43,65,104
73,85,55,90,57
67,114,102,35,42
111,34,77,52,86
74,112,56,78,40
5,153,43,154,5
52,64,111,45,88
7,5,222,40,86
90,45,76,54,95
47,116,34,106,57
60,73,67,66,94
62,78,57,58,105
90,63,62,57,88
82,68,68,66,76
74,74,71,65,76
73,123,51,46,67
53,97,65,79,66
94,71,59,71,65
73,80,81,82,44
49,123,98,14,76
94,61,69,58,78
68,78,63,68,83
112,36,76,89,47
61,8,129,67,95
58,83,73,74,72
40,62,78,84,96
40,39,124,70,87
80,27,88,42,123
33,106,17,93,111
48,86,105,59,62
114,14,25,84,123
60,72,72,61,95
